l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class
Alex Caceres,Kron Gracie,Kron Gracie,0,1,0,1.5,2.540009,0,7.619995,28,Southpaw vs Southpaw,0,2.5,-2.540009,0,-7.619995,-28,Southpaw vs Southpaw,Featherweight
Alex Caceres,Masio Fullen,Alex Caceres,1,0,-2,1.5,0,0,7.619995,17,Southpaw vs Orthodox,2,1.571429,0,0,-7.619995,-17,Orthodox vs Southpaw,Featherweight
Alex Caceres,Roland Delorme,Alex Caceres,1,0,-4,1.5,2.540009,10,5.080002,21,Southpaw vs Orthodox,4,1.8,-2.540009,-10,-5.080002,-21,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Chase Hooper,Alex Caceres,1,0,11,1.5,-7.619995,-10,-2.540009,20,Southpaw vs Southpaw,-11,4,7.619995,10,2.540009,-20,Southpaw vs Southpaw,Featherweight
Alex Caceres,Mackens Semerzier,Mackens Semerzier,0,1,-8,1.5,2.540009,0,2.539993,23,Southpaw vs Orthodox,8,2,-2.540009,0,-2.539993,-23,Orthodox vs Southpaw,Featherweight
Alex Caceres,Masanori Kanehara,Masanori Kanehara,0,1,-5,1.5,7.62001,10,15.24001,-3,Southpaw vs Orthodox,5,2.166667,-7.62001,-10,-15.24001,3,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Motonobu Tezuka,Alex Caceres,1,0,-1,1.5,7.62001,10,,-5,Southpaw vs Southpaw,1,2.333333,-7.62001,-10,,5,Southpaw vs Southpaw,Bantamweight
Alex Caceres,Cole Miller,Alex Caceres,1,0,-5,1.5,-7.619995,0,0,3,Southpaw vs Orthodox,5,1.909091,7.619995,0,0,-3,Orthodox vs Southpaw,Featherweight
Alex Caceres,Julian Erosa,Alex Caceres,1,0,1,1.5,-7.619995,0,-2.540009,-5,Southpaw vs Southpaw,-1,2.333333,7.619995,0,2.540009,5,Southpaw vs Southpaw,Featherweight
Alex Caceres,Daniel Pineda,Alex Caceres,1,0,-3,1.5,7.62001,0,10.16,-8,Southpaw vs Orthodox,3,1.866667,-7.62001,0,-10.16,8,Orthodox vs Southpaw,Featherweight
Alex Caceres,Damacio Page,Alex Caceres,1,0,-5,1.5,10.16,10,17.78,6,Southpaw vs Orthodox,5,1.9,-10.16,-10,-17.78,-6,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Francisco Rivera,Francisco Rivera,0,1,-7,1.5,5.080002,10,7.619995,17,Southpaw vs Orthodox,7,1.571429,-5.080002,-10,-7.619995,-17,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Cole Escovedo,Alex Caceres,1,0,-7,1.5,7.62001,10,2.539993,9,Southpaw vs Orthodox,7,1.888889,-7.62001,-10,-2.539993,-9,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Edwin Figueroa,Edwin Figueroa,0,1,-4,1.5,7.62001,10,10.16,21,Southpaw vs Orthodox,4,1.8,-7.62001,-10,-10.16,-21,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Rolando Dy,Alex Caceres,1,0,2,1.5,5.080002,0,10.16,19,Southpaw vs Orthodox,-2,1.285714,-5.080002,0,-10.16,-19,Orthodox vs Southpaw,Featherweight
Alex Caceres,Sodiq Yusuff,Sodiq Yusuff,0,1,5,1.5,2.540009,0,5.080002,20,Southpaw vs Orthodox,-5,6.5,-2.540009,0,-5.080002,-20,Orthodox vs Southpaw,Featherweight
Alex Caceres,Austin Springer,Alex Caceres,1,0,-1,1.5,5.080002,0,5.080002,19,Southpaw vs Orthodox,1,3,-5.080002,0,-5.080002,-19,Orthodox vs Southpaw,Featherweight
Alex Caceres,Yair Rodriguez,Yair Rodriguez,0,1,5,1.5,-2.539993,0,5.080002,15,Southpaw vs Orthodox,-5,4,2.539993,0,-5.080002,-15,Orthodox vs Southpaw,Featherweight
Alex Caceres,Wang Guan,Wang Guan,0,1,-2,1.5,2.540009,0,5.080002,14,Southpaw vs Orthodox,2,20,-2.540009,0,-5.080002,-14,Orthodox vs Southpaw,Featherweight
Alex Caceres,Jason Knight,Jason Knight,0,1,4,1.5,0,0,5.080002,10,Southpaw vs Orthodox,-4,4,0,0,-5.080002,-10,Orthodox vs Southpaw,Featherweight
Alex Caceres,Jimy Hettes,Jimy Hettes,0,1,-1,1.5,2.540009,0,5.080002,21,Southpaw vs Southpaw,1,3.666667,-2.540009,0,-5.080002,-21,Southpaw vs Southpaw,Featherweight
Alex Caceres,Steven Peterson,Alex Caceres,1,0,2,1.5,0,0,7.619995,5,Southpaw vs Orthodox,-2,1.727273,0,0,-7.619995,-5,Orthodox vs Southpaw,Featherweight
Alex Caceres,SeungWoo Choi,Alex Caceres,1,0,5,1.5,-5.080002,0,-2.540009,18,Southpaw vs Orthodox,-5,1.833333,5.080002,0,2.540009,-18,Orthodox vs Southpaw,Featherweight
Alex Caceres,Sergio Pettis,Alex Caceres,1,0,5,1.5,10.16,20,10.16,12,Southpaw vs Orthodox,-5,3.6,-10.16,-20,-10.16,-12,Orthodox vs Southpaw,Bantamweight
Alex Caceres,Giga Chikadze,Giga Chikadze,0,1,0,1.5,-5.080002,0,-2.540009,17,Southpaw vs Orthodox,0,5,5.080002,0,2.540009,-17,Orthodox vs Southpaw,Featherweight
Alex Chambers,Kailin Curran,Alex Chambers,1,0,12,1,-2.539993,0,-5.080002,1,Southpaw vs Orthodox,-12,0.8,2.539993,0,5.080002,-1,Orthodox vs Southpaw,"Women's Strawweight"
Alex Chambers,Nadia Kassem,Nadia Kassem,0,1,17,1,-5.080002,-10,-7.619995,3,Southpaw vs Southpaw,-17,2.5,5.080002,10,7.619995,-3,Southpaw vs Southpaw,"Women's Strawweight"
Alex Chambers,Paige VanZant,Paige VanZant,0,1,15,1,-2.539993,0,-5.080002,-3,Southpaw vs Orthodox,-15,1.6,2.539993,0,5.080002,3,Orthodox vs Southpaw,"Women's Strawweight"
Alex Chambers,Livinha Souza,Livinha Souza,0,1,12,1,0,0,0,-8,Southpaw vs Orthodox,-12,3.5,0,0,0,8,Orthodox vs Southpaw,"Women's Strawweight"
Alex Chambers,Aisling Daly,Aisling Daly,0,1,10,1,2.540009,0,-2.539993,-12,Southpaw vs Orthodox,-10,2.666667,-2.540009,0,2.539993,12,Orthodox vs Southpaw,"Women's Strawweight"
Alex Da Silva,Joe Solecki,Joe Solecki,0,1,-2,5.25,-2.539993,0,7.619995,9,Orthodox vs Orthodox,2,4.333333,2.539993,0,-7.619995,-9,Orthodox vs Orthodox,Lightweight
Alex Da Silva,Alexander Yakovlev,Alexander Yakovlev,0,1,-11,5.25,-17.78,0,-2.540009,-9,Orthodox vs Southpaw,11,2.4,17.78,0,2.540009,9,Southpaw vs Orthodox,Lightweight
Alex Da Silva,Brad Riddell,Brad Riddell,0,1,-4,5.25,2.540009,0,5.080002,11,Orthodox vs Orthodox,4,2.5,-2.540009,0,-5.080002,-11,Orthodox vs Orthodox,Lightweight
Alex Da Silva,Kazula Vargas,Alex Da Silva,1,0,-10,5.25,0,0,5.080002,8,Orthodox vs Southpaw,10,2.4,0,0,-5.080002,-8,Southpaw vs Orthodox,Lightweight
Alex Garcia,Mike Pyle,Alex Garcia,1,0,-12,2.5,-7.62001,0,-5.080002,-20,Orthodox vs Orthodox,12,1.928571,7.62001,0,5.080002,20,Orthodox vs Orthodox,Welterweight
Alex Garcia,Sean Spencer,Alex Garcia,1,0,0,2.5,-2.540009,0,-5.080002,3,Orthodox vs Orthodox,0,2,2.540009,0,5.080002,-3,Orthodox vs Orthodox,Welterweight
Alex Garcia,Neil Magny,Neil Magny,0,1,0,2.5,-15.24001,0,-20.31999,-19,Orthodox vs Orthodox,0,2.333333,15.24001,0,20.31999,19,Orthodox vs Orthodox,Welterweight
Alex Garcia,Ben Wall,Alex Garcia,1,0,2,2.5,-2.540009,15,,6,Orthodox vs Orthodox,-2,1.142857,2.540009,-15,,-6,Orthodox vs Orthodox,Welterweight
Alex Garcia,Court McGee,Court McGee,0,1,-2,2.5,-5.080002,0,-7.619995,-13,Orthodox vs Orthodox,2,1.833333,5.080002,0,7.619995,13,Orthodox vs Orthodox,Welterweight
Alex Garcia,Mike Swick,Alex Garcia,1,0,-9,2.5,-10.16,0,-12.7,0,Orthodox vs Orthodox,9,2.5,10.16,0,12.7,0,Orthodox vs Orthodox,Welterweight
Alex Garcia,Sean Strickland,Sean Strickland,0,1,4,2.5,-10.16,-15,-10.15999,-12,Orthodox vs Orthodox,-4,5.6,10.16,15,10.15999,12,Orthodox vs Orthodox,Welterweight
Alex Garcia,Ryan LaFlare,Ryan LaFlare,0,1,-4,2.5,-10.16,0,-5.080002,4,Orthodox vs Southpaw,4,4.666667,10.16,0,5.080002,-4,Southpaw vs Orthodox,Welterweight
Alex Garcia,Tim Means,Tim Means,0,1,-4,2.5,-12.70001,0,-7.619995,-27,Orthodox vs Orthodox,4,2.2,12.70001,0,7.619995,27,Orthodox vs Orthodox,Welterweight
Alex Garcia,Muslim Salikhov,Alex Garcia,1,0,-3,2.5,-5.080002,0,5.080002,-2,Orthodox vs Orthodox,3,4.75,5.080002,0,-5.080002,2,Orthodox vs Orthodox,Welterweight
Alex Gorgees,Damir Ismagulov,Damir Ismagulov,0,1,-4,6,10.16,0,0,-20,Switch vs Orthodox,4,8,-10.16,0,0,20,Orthodox vs Switch,Lightweight
Alex Hunter,Harry Moskowitz,Alex Hunter,1,0,,2,-20.32001,-49,,-16,Orthodox vs Orthodox,,0.5,20.32001,49,,16,Orthodox vs Orthodox,Heavyweight
Alex Karalexis,Josh Rafferty,Alex Karalexis,1,0,3,1.666667,-10.16,-15,,-1,Orthodox vs Orthodox,-3,1.125,10.16,15,,1,Orthodox vs Orthodox,Welterweight
Alex Karalexis,Jason Von Flue,Jason Von Flue,0,1,-2,1.666667,-10.16,-15,,-10,Orthodox vs Orthodox,2,1.166667,10.16,15,,10,Orthodox vs Orthodox,Welterweight
Alex Morono,Keita Nakamura,Keita Nakamura,0,1,-6,2.875,0,0,-2.539993,-13,Orthodox vs Southpaw,6,3.4,0,0,2.539993,13,Southpaw vs Orthodox,Welterweight
Alex Morono,Khaos Williams,Khaos Williams,0,1,4,2.875,-2.540009,0,-12.7,14,Orthodox vs Orthodox,-4,4.666667,2.540009,0,12.7,-14,Orthodox vs Orthodox,Welterweight
Alex Morono,David Zawada,Alex Morono,1,0,0,2.875,-2.540009,0,-7.619995,7,Orthodox vs Orthodox,0,2.428571,2.540009,0,7.619995,-7,Orthodox vs Orthodox,Welterweight
Alex Morono,Kyle Noke,Alex Morono,1,0,-10,2.875,-5.080002,0,-10.15999,-1,Orthodox vs Southpaw,10,2.2,5.080002,0,10.15999,1,Southpaw vs Orthodox,Welterweight
Alex Morono,Matthew Semelsberger,Alex Morono,1,0,2,2.875,-5.080002,0,-7.619995,14,Orthodox vs Switch,-2,1.833333,5.080002,0,7.619995,-14,Switch vs Orthodox,Welterweight
Alex Morono,Santiago Ponzinibbio,Santiago Ponzinibbio,0,1,-4,2.875,-2.540009,0,-2.539993,-6,Orthodox vs Orthodox,4,4.285714,2.540009,0,2.539993,6,Orthodox vs Orthodox,Catch Weight
Alex Morono,Zak Ottow,Alex Morono,1,0,-4,2.875,0,0,0,7,Orthodox vs Orthodox,4,2.428571,0,0,0,-7,Orthodox vs Orthodox,Welterweight
Alex Morono,Anthony Pettis,Anthony Pettis,0,1,-3,2.875,2.539993,15,0,-3,Orthodox vs Orthodox,3,2.4,-2.539993,-15,0,3,Orthodox vs Orthodox,Welterweight
Alex Oliveira,Peter Sobotta,Alex Oliveira,1,0,-1,1.833333,-2.540009,0,2.539993,10,Orthodox vs Southpaw,1,2.428571,2.540009,0,-2.539993,-10,Southpaw vs Orthodox,Welterweight
Alex Oliveira,Shavkat Rakhmonov,Shavkat Rakhmonov,0,1,6,1.833333,-5.080002,0,-2.540009,17,Orthodox vs Orthodox,-6,17,5.080002,0,2.540009,-17,Orthodox vs Orthodox,Welterweight
Alex Oliveira,Niko Price,Niko Price,0,1,1,1.833333,-2.540009,0,0,12,Orthodox vs Orthodox,-1,2.142857,2.540009,0,0,-12,Orthodox vs Orthodox,Welterweight
Alex Oliveira,Mike Perry,Mike Perry,0,1,4,1.833333,2.539993,0,12.7,12,Orthodox vs Orthodox,-4,1.75,-2.539993,0,-12.7,-12,Orthodox vs Orthodox,Welterweight
Alex Oliveira,Carlo Pedersoli Jr.,Alex Oliveira,1,0,5,1.833333,0,0,2.539993,20,Orthodox vs Southpaw,-5,3.666667,0,0,-2.539993,-20,Southpaw vs Orthodox,Welterweight
Alex Pereira,Sean Strickland,Alex Pereira,1,0,3,4,7.619995,20,7.62001,-23,Orthodox vs Orthodox,-3,5.6,-7.619995,-20,-7.62001,23,Orthodox vs Orthodox,Middleweight
Alex Pereira,Bruno Silva,Alex Pereira,1,0,2,4,10.15999,20,12.7,-22,Orthodox vs Orthodox,-2,2.555556,-10.15999,-20,-12.7,22,Orthodox vs Orthodox,Middleweight
Alex Perez,Eric Shelton,Alex Perez,1,0,-2,3.428571,0,0,-7.619995,13,Orthodox vs Orthodox,2,2,0,0,7.619995,-13,Orthodox vs Orthodox,Flyweight
Alex Perez,Jose Torres,Alex Perez,1,0,0,3.428571,5.080002,0,0,22,Orthodox vs Orthodox,0,8,-5.080002,0,0,-22,Orthodox vs Orthodox,Flyweight
Alex Schoenauer,Mike Swick,Mike Swick,0,1,3,1.5,5.080002,15,,4,Orthodox vs Orthodox,-3,2.5,-5.080002,-15,,-4,Orthodox vs Orthodox,Middleweight
Alexa Grasso,Karolina Kowalkiewicz,Alexa Grasso,1,0,-8,5.333333,5.080002,10,5.080002,-3,Orthodox vs Orthodox,8,2.142857,-5.080002,-10,-5.080002,3,Orthodox vs Orthodox,"Women's Strawweight"
Alexa Grasso,Felice Herrig,Felice Herrig,0,1,-9,5.333333,2.540009,10,2.539993,-5,Orthodox vs Orthodox,9,1.4,-2.540009,-10,-2.539993,5,Orthodox vs Orthodox,"Women's Strawweight"
Alexa Grasso,Valentina Shevchenko,Alexa Grasso,1,0,-5,5.333333,0,0,0,-8,Orthodox vs Southpaw,5,5.75,0,0,0,8,Southpaw vs Orthodox,"Women's Flyweight"
Alexa Grasso,Joanne Wood,Alexa Grasso,1,0,-8,5.333333,-2.539993,0,2.539993,-5,Orthodox vs Orthodox,8,2,2.539993,0,-2.539993,5,Orthodox vs Orthodox,"Women's Flyweight"
Alexa Grasso,Tatiana Suarez,Tatiana Suarez,0,1,-3,5.333333,0,10,0,8,Orthodox vs Southpaw,3,11,0,-10,0,-8,Southpaw vs Orthodox,"Women's Strawweight"
Alexa Grasso,Randa Markos,Alexa Grasso,1,0,-8,5.333333,2.540009,10,7.619995,-4,Orthodox vs Orthodox,8,0.9166667,-2.540009,-10,-7.619995,4,Orthodox vs Orthodox,"Women's Strawweight"
Alexa Grasso,Ji Yeon Kim,Alexa Grasso,1,0,-3,5.333333,-5.079987,0,-15.24001,3,Orthodox vs Orthodox,3,1.285714,5.079987,0,15.24001,-3,Orthodox vs Orthodox,"Women's Flyweight"
Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,1,0,-16,2.25,12.7,0,12.7,-9,Orthodox vs Orthodox,16,3.375,-12.7,0,-12.7,9,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Fabricio Werdum,Fabricio Werdum,0,1,-9,2.25,2.540009,-26,5.080002,-7,Orthodox vs Orthodox,9,2.666667,-2.540009,26,-5.080002,7,Orthodox vs Orthodox,Heavyweight
Alexander Gustafsson,Jon Jones,Jon Jones,0,1,0,2.25,2.540009,-43,-12.7,-2,Orthodox vs Orthodox,0,27,-2.540009,43,12.7,2,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,1,0,-5,2.25,5.080002,20,10.16,6,Orthodox vs Orthodox,5,2.333333,-5.080002,-20,-10.16,-6,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Jimi Manuwa,Alexander Gustafsson,1,0,-7,2.25,10.16,0,0,3,Orthodox vs Orthodox,7,2.833333,-10.16,0,0,-3,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Matt Hamill,Alexander Gustafsson,1,0,-10,2.25,10.16,0,7.62001,6,Orthodox vs Orthodox,10,1.5,-10.16,0,-7.62001,-6,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Mauricio Rua,Alexander Gustafsson,1,0,-6,2.25,10.16,0,7.62001,-15,Orthodox vs Orthodox,6,1.928571,-10.16,0,-7.62001,15,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Jon Jones,Jon Jones,0,1,0,2.25,2.540009,-43,-12.7,-2,Orthodox vs Orthodox,0,27,-2.540009,43,12.7,2,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Glover Teixeira,Alexander Gustafsson,1,0,-7,2.25,7.619995,0,7.62001,-16,Orthodox vs Orthodox,7,3.666667,-7.619995,0,-7.62001,16,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Nikita Krylov,Nikita Krylov,0,1,5,2.25,5.080002,0,5.080002,-13,Orthodox vs Orthodox,-5,3.333333,-5.080002,0,-5.080002,13,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Anthony Johnson,Anthony Johnson,0,1,-2,2.25,7.619995,0,2.540009,-2,Orthodox vs Orthodox,2,3.666667,-7.619995,0,-2.540009,2,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Anthony Smith,Anthony Smith,0,1,2,2.25,2.540009,0,7.62001,-29,Orthodox vs Orthodox,-2,2.055556,-2.540009,0,-7.62001,29,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,James Te Huna,Alexander Gustafsson,1,0,-5,2.25,7.619995,20,10.16,1,Orthodox vs Orthodox,5,1.777778,-7.619995,-20,-10.16,-1,Orthodox vs Orthodox,Light Heavyweight
Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,1,0,-4,2.25,7.619995,0,12.7,1,Orthodox vs Orthodox,4,3.166667,-7.619995,0,-12.7,-1,Orthodox vs Orthodox,Light Heavyweight
Alexander Hernandez,Thiago Moises,Thiago Moises,0,1,3,2.333333,0,-10,5.080002,-4,Orthodox vs Orthodox,-3,2.428571,0,10,-5.080002,4,Orthodox vs Orthodox,Lightweight
Alexander Hernandez,Jim Miller,Alexander Hernandez,1,0,-9,2.333333,2.539993,-10,2.540009,-33,Orthodox vs Southpaw,9,2.117647,-2.539993,10,-2.540009,33,Southpaw vs Orthodox,Lightweight
Alexander Hernandez,Billy Quarantillo,Billy Quarantillo,0,1,-4,2.333333,-2.540009,0,5.080002,-3,Orthodox vs Orthodox,4,3.6,2.540009,0,-5.080002,3,Orthodox vs Orthodox,Featherweight
Alexander Hernandez,Renato Moicano,Renato Moicano,0,1,-3,2.333333,-5.080002,-10,0,-2,Orthodox vs Orthodox,3,3.4,5.080002,10,0,2,Orthodox vs Orthodox,Lightweight
Alexander Hernandez,Francisco Trinaldo,Alexander Hernandez,1,0,-14,2.333333,0,-25,5.080002,-17,Orthodox vs Southpaw,14,3.111111,0,25,-5.080002,17,Southpaw vs Orthodox,Lightweight
Alexander Munoz,Luis Pena,Luis Pena,0,1,4,3.5,-15.24001,0,-7.619995,-3,Switch vs Southpaw,-4,3,15.24001,0,7.619995,3,Southpaw vs Switch,Lightweight
Alexander Volkanovski,Shane Young,Alexander Volkanovski,1,0,5,13,-5.080002,0,-2.540009,7,Orthodox vs Orthodox,-5,1.625,5.080002,0,2.540009,-7,Orthodox vs Orthodox,Catch Weight
Alexander Volkov,Fabricio Werdum,Alexander Volkov,1,0,-11,3.7,7.62001,19,7.619995,14,Orthodox vs Orthodox,11,2.666667,-7.62001,-19,-7.619995,-14,Orthodox vs Orthodox,Heavyweight
Alexandr Romanov,Jared Vanderaa,Alexandr Romanov,1,0,1,8.5,-5.079987,-3,-12.7,-3,Southpaw vs Orthodox,-1,1.2,5.079987,3,12.7,3,Orthodox vs Southpaw,Heavyweight
Alexandr Romanov,Alexander Volkov,Alexander Volkov,0,1,-2,8.5,-12.7,12,-12.7,-28,Southpaw vs Orthodox,2,3.7,12.7,-12,12.7,28,Orthodox vs Southpaw,Heavyweight
Alexandr Romanov,Marcin Tybura,Marcin Tybura,0,1,-5,8.5,-2.539993,13,-7.619995,-13,Southpaw vs Orthodox,5,3,2.539993,-13,7.619995,13,Orthodox vs Southpaw,Heavyweight
Alexandr Romanov,Chase Sherman,Alexandr Romanov,1,0,-1,8.5,-5.079987,12,-7.619995,-9,Southpaw vs Orthodox,1,1.333333,5.079987,-12,7.619995,9,Orthodox vs Southpaw,Heavyweight
Alexandre Barros,Martin Kampmann,Martin Kampmann,0,1,6,2,-7.62001,0,,6,Southpaw vs Orthodox,-6,2.857143,7.62001,0,,-6,Orthodox vs Southpaw,Welterweight
Alexandre Dantas,Gan McGee,Gan McGee,0,1,-3,0,-20.31999,-27,,-15,Orthodox vs Orthodox,3,2.6,20.31999,27,,15,Orthodox vs Orthodox,Heavyweight
Alexandre Dantas,Yuki Kondo,Yuki Kondo,0,1,-4,0,7.62001,55,,-90,Orthodox vs Southpaw,4,1.818182,-7.62001,-55,,90,Southpaw vs Orthodox,Middleweight
Alexandre Ferreira,Vladimir Matyushenko,Vladimir Matyushenko,0,1,-8,3,-12.70001,0,,-11,Orthodox vs Orthodox,8,3.375,12.70001,0,,11,Orthodox vs Orthodox,Light Heavyweight
Alexandre Pantoja,Wilson Reis,Alexandre Pantoja,1,0,-6,5.2,2.540009,0,5.079987,-2,Orthodox vs Southpaw,6,2.3,-2.540009,0,-5.079987,2,Southpaw vs Orthodox,Flyweight
Alexandre Pantoja,Neil Seery,Alexandre Pantoja,1,0,-10,5.2,2.540009,0,7.619995,2,Orthodox vs Orthodox,10,1.230769,-2.540009,0,-7.619995,-2,Orthodox vs Orthodox,Flyweight
Alexandre Pantoja,Alex Perez,Alexandre Pantoja,1,0,2,5.2,-2.539993,0,5.079987,0,Orthodox vs Orthodox,-2,3.428571,2.539993,0,-5.079987,0,Orthodox vs Orthodox,Flyweight
Alexandre Pantoja,Yuta Sasaki,Alexandre Pantoja,1,0,-1,5.2,-12.7,0,-10.16,4,Orthodox vs Southpaw,1,3.5,12.7,0,10.16,-4,Southpaw vs Orthodox,Flyweight
Alexandre Pantoja,Matt Schnell,Alexandre Pantoja,1,0,0,5.2,-7.619995,0,-7.62001,8,Orthodox vs Orthodox,0,2.285714,7.619995,0,7.62001,-8,Orthodox vs Orthodox,Flyweight
Alexandre Pantoja,Eric Shelton,Alexandre Pantoja,1,0,1,5.2,-2.539993,0,-2.540009,13,Orthodox vs Orthodox,-1,2,2.539993,0,2.540009,-13,Orthodox vs Orthodox,Flyweight
Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,1,0,2,5.2,-10.15999,0,-2.540009,10,Orthodox vs Southpaw,-2,2.5,10.15999,0,2.540009,-10,Southpaw vs Orthodox,Flyweight
Alexis Davis,Sara McMann,Sara McMann,0,1,-4,1.909091,0,0,5.080002,13,Orthodox vs Orthodox,4,2.166667,0,0,-5.080002,-13,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Ronda Rousey,Ronda Rousey,0,1,2,1.909091,-2.539993,0,5.080002,18,Orthodox vs Orthodox,-2,6,2.539993,0,-5.080002,-18,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Sabina Mazo,Alexis Davis,1,0,13,1.909091,-2.539993,10,-5.080002,19,Orthodox vs Orthodox,-13,2.25,2.539993,-10,5.080002,-19,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Jessica Eye,Alexis Davis,1,0,2,1.909091,0,10,5.080002,6,Orthodox vs Orthodox,-2,1.363636,0,-10,-5.080002,-6,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Julija Stoliarenko,Alexis Davis,1,0,9,1.909091,-2.539993,10,5.080002,13,Orthodox vs Orthodox,-9,1.375,2.539993,-10,-5.080002,-13,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Jennifer Maia,Jennifer Maia,0,1,4,1.909091,5.080002,10,10.16,2,Orthodox vs Orthodox,-4,2.333333,-5.080002,-10,-10.16,-2,Orthodox vs Orthodox,"Women's Flyweight"
Alexis Davis,Rosi Sexton,Alexis Davis,1,0,-7,1.909091,7.619995,0,,14,Orthodox vs Orthodox,7,2.6,-7.619995,0,,-14,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Pannie Kianzad,Pannie Kianzad,0,1,7,1.909091,-2.539993,0,5.080002,8,Orthodox vs Orthodox,-7,2.428571,2.539993,0,-5.080002,-8,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Davis,Sarah Kaufman,Alexis Davis,1,0,1,1.909091,2.539993,0,5.080002,10,Orthodox vs Orthodox,-1,4.5,-2.539993,0,-5.080002,-10,Orthodox vs Orthodox,"Women's Bantamweight"
Alexis Dufresne,Sarah Moras,Sarah Moras,0,1,-3,2,5.080002,0,,-5,Orthodox vs Orthodox,3,0.75,-5.080002,0,,5,Orthodox vs Orthodox,Catch Weight
Alexis Dufresne,Marion Reneau,Marion Reneau,0,1,-13,2,7.619995,0,,-8,Orthodox vs Orthodox,13,1.125,-7.619995,0,,8,Orthodox vs Orthodox,"Women's Bantamweight"
Ali AlQaisi,Irwin Rivera,Irwin Rivera,0,1,-2,1.6,0,0,2.540009,-3,Orthodox vs Southpaw,2,1.666667,0,0,-2.540009,3,Southpaw vs Orthodox,Bantamweight
Ali AlQaisi,Tony Kelley,Tony Kelley,0,1,-3,1.6,-7.619995,0,-5.080002,2,Orthodox vs Switch,3,2.666667,7.619995,0,5.080002,-2,Switch vs Orthodox,Bantamweight
Ali Bagautinov,Demetrious Johnson,Demetrious Johnson,0,1,2,2.5,2.539993,0,-2.539993,-9,Orthodox vs Orthodox,-2,9,-2.539993,0,2.539993,9,Orthodox vs Orthodox,Flyweight
Ali Bagautinov,Tim Elliott,Ali Bagautinov,1,0,2,2.5,-7.619995,0,-2.539993,-11,Orthodox vs Southpaw,-2,1.666667,7.619995,0,2.539993,11,Southpaw vs Orthodox,Flyweight
Ali Bagautinov,Kyoji Horiguchi,Kyoji Horiguchi,0,1,5,2.5,-2.540009,0,-2.539993,0,Orthodox vs Orthodox,-5,9.5,2.540009,0,2.539993,0,Orthodox vs Orthodox,Flyweight
Ali Bagautinov,Geane Herrera,Ali Bagautinov,1,0,5,2.5,-2.540009,0,-2.539993,9,Orthodox vs Orthodox,-5,3,2.540009,0,2.539993,-9,Orthodox vs Orthodox,Flyweight
Ali Bagautinov,Marcos Vinicius,Ali Bagautinov,1,0,-5,2.5,-12.7,0,,-13,Orthodox vs Orthodox,5,2.090909,12.7,0,,13,Orthodox vs Orthodox,Flyweight
Ali Bagautinov,Joseph Benavidez,Joseph Benavidez,0,1,-1,2.5,0,0,0,-15,Orthodox vs Southpaw,1,3.5,0,0,0,15,Southpaw vs Orthodox,Flyweight
Ali Bagautinov,John Lineker,Ali Bagautinov,1,0,5,2.5,2.539993,-10,-5.079987,-19,Orthodox vs Orthodox,-5,3.444444,-2.539993,10,5.079987,19,Orthodox vs Orthodox,Flyweight
Aliaskhab Khizriev,Denis Tiuliulin,Aliaskhab Khizriev,1,0,-2,14,-10.16,0,-7.619995,-4,Southpaw vs Orthodox,2,1.25,10.16,0,7.619995,4,Orthodox vs Southpaw,Middleweight
