l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class
Will Campuzano,Sergio Pettis,Sergio Pettis,0,1,7,2.333333,7.619995,0,2.540009,-3,Orthodox vs Orthodox,-7,3.6,-7.619995,0,-2.540009,3,Orthodox vs Orthodox,Bantamweight
Will Campuzano,Chris Cariaso,Chris Cariaso,0,1,-5,2.333333,15.23999,0,15.24001,-5,Orthodox vs Southpaw,5,2.125,-15.23999,0,-15.24001,5,Southpaw vs Orthodox,Bantamweight
Will Chope,Max Holloway,Max Holloway,0,1,1,2.615385,12.7,0,,15,Switch vs Orthodox,-1,3.571429,-12.7,0,,-15,Orthodox vs Switch,Featherweight
Willamy Freire,Waylon Lowe,Waylon Lowe,0,1,-7,4.333333,2.540009,10,,9,Orthodox vs Southpaw,7,2.285714,-2.540009,-10,,-9,Southpaw vs Orthodox,Lightweight
William Gomis,Francis Marshall,William Gomis,1,0,1,6.5,7.62001,0,2.539993,6,Southpaw vs Orthodox,-1,3.5,-7.62001,0,-2.539993,-6,Orthodox vs Southpaw,Featherweight
William Knight,Da Woon Jung,Da Woon Jung,0,1,6,2.2,-15.23999,0,-12.7,-4,Orthodox vs Orthodox,-6,3,15.23999,0,12.7,4,Orthodox vs Orthodox,Light Heavyweight
William Knight,Marcin Prachnio,Marcin Prachnio,0,1,0,2.2,-12.7,0,-2.540009,-7,Orthodox vs Orthodox,0,2.285714,12.7,0,2.540009,7,Orthodox vs Orthodox,Light Heavyweight
William Knight,Alonzo Menifield,William Knight,1,0,-1,2.2,-5.080002,0,-7.619995,-1,Orthodox vs Orthodox,1,4.666667,5.080002,0,7.619995,1,Orthodox vs Orthodox,Light Heavyweight
William Macario,Leonardo Santos,Leonardo Santos,0,1,-12,3,-2.540009,15,0,-13,Orthodox vs Orthodox,12,2.571429,2.540009,-15,0,13,Orthodox vs Orthodox,Welterweight
William Macario,Neil Magny,Neil Magny,0,1,-4,3,-10.16,0,-12.7,-28,Orthodox vs Orthodox,4,2.333333,10.16,0,12.7,28,Orthodox vs Orthodox,Welterweight
William Macario,Bobby Voelker,William Macario,1,0,-12,3,-2.540009,0,2.539993,-20,Orthodox vs Orthodox,12,1.461538,2.540009,0,-2.539993,20,Orthodox vs Orthodox,Welterweight
Willie Gates,Yuta Sasaki,Yuta Sasaki,0,1,3,1.714286,-5.080002,0,2.540009,-8,Orthodox vs Southpaw,-3,3.5,5.080002,0,-2.540009,8,Southpaw vs Orthodox,Flyweight
Willie Gates,Dustin Ortiz,Dustin Ortiz,0,1,2,1.714286,7.619995,0,17.78,-8,Orthodox vs Orthodox,-2,2.375,-7.619995,0,-17.78,8,Orthodox vs Orthodox,Flyweight
Willie Gates,Darrell Montague,Willie Gates,1,0,1,1.714286,5.080002,0,12.70001,1,Orthodox vs Southpaw,-1,2.6,-5.080002,0,-12.70001,-1,Southpaw vs Orthodox,Flyweight
Willie Gates,John Moraga,John Moraga,0,1,-3,1.714286,5.080002,0,15.24001,-7,Orthodox vs Orthodox,3,2.714286,-5.080002,0,-15.24001,7,Orthodox vs Orthodox,Flyweight
Wilson Gouveia,Jason MacDonald,Wilson Gouveia,1,0,-3,1.75,-5.080002,0,-10.16,-19,Orthodox vs Orthodox,3,1.5625,5.080002,0,10.16,19,Orthodox vs Orthodox,Middleweight
Wilson Gouveia,Nate Marquardt,Nate Marquardt,0,1,1,1.75,2.539993,0,5.079987,-32,Orthodox vs Orthodox,-1,1.842105,-2.539993,0,-5.079987,32,Orthodox vs Orthodox,Middleweight
Wilson Gouveia,Carmelo Marrero,Wilson Gouveia,1,0,2,1.75,2.539993,-20,7.619995,0,Orthodox vs Orthodox,-2,2.666667,-2.539993,20,-7.619995,0,Orthodox vs Orthodox,Light Heavyweight
Wilson Gouveia,Ryan Jensen,Wilson Gouveia,1,0,-1,1.75,0,0,0,-7,Orthodox vs Orthodox,1,2.625,0,0,0,7,Orthodox vs Orthodox,Middleweight
Wilson Gouveia,Jason Lambert,Wilson Gouveia,1,0,-3,1.75,-5.080002,0,2.539993,-17,Orthodox vs Orthodox,3,2,5.080002,0,-2.539993,17,Orthodox vs Orthodox,Light Heavyweight
Wilson Gouveia,Keith Jardine,Keith Jardine,0,1,-3,1.75,-2.540009,0,0,-6,Orthodox vs Orthodox,3,1.545455,2.540009,0,0,6,Orthodox vs Orthodox,Light Heavyweight
Wilson Gouveia,Goran Reljic,Goran Reljic,0,1,5,1.75,-5.080002,-20,-12.70001,-1,Orthodox vs Southpaw,-5,1.875,5.080002,20,12.70001,1,Southpaw vs Orthodox,Light Heavyweight
Wilson Gouveia,Seth Petruzelli,Wilson Gouveia,1,0,1,1.75,2.539993,-20,0,0,Orthodox vs Orthodox,-1,1.75,-2.539993,20,0,0,Orthodox vs Orthodox,Light Heavyweight
Wilson Reis,Joby Sanchez,Wilson Reis,1,0,6,2.3,-5.080002,-10,-7.619995,18,Southpaw vs Orthodox,-6,2.75,5.080002,10,7.619995,-18,Orthodox vs Southpaw,Flyweight
Wilson Reis,Hector Sandoval,Wilson Reis,1,0,1,2.3,5.080002,0,2.540009,15,Southpaw vs Orthodox,-1,3.5,-5.080002,0,-2.540009,-15,Orthodox vs Southpaw,Flyweight
Wilson Reis,Yuta Sasaki,Wilson Reis,1,0,5,2.3,-15.24001,0,-15.23999,6,Southpaw vs Southpaw,-5,3.5,15.24001,0,15.23999,-6,Southpaw vs Southpaw,Flyweight
Xavier Foupa-Pokam,Denis Kang,Denis Kang,0,1,-5,1.454545,5.080002,0,,3,Open Stance vs Orthodox,5,2.1875,-5.080002,0,,-3,Orthodox vs Open Stance,Middleweight
Xavier Foupa-Pokam,Drew McFedries,Drew McFedries,0,1,-4,1.454545,2.539993,0,,35,Open Stance vs Southpaw,4,1.714286,-2.539993,0,,-35,Southpaw vs Open Stance,Middleweight
Yair Rodriguez,Chan Sung Jung,Yair Rodriguez,1,0,-5,4,10.16,0,-2.540009,-5,Orthodox vs Orthodox,5,2.125,-10.16,0,2.540009,5,Orthodox vs Orthodox,Featherweight
Yair Rodriguez,Jeremy Stephens,Yair Rodriguez,1,0,-6,4,5.080002,0,0,-27,Orthodox vs Orthodox,6,1.473684,-5.080002,0,0,27,Orthodox vs Orthodox,Featherweight
Yair Rodriguez,Charles Rosa,Yair Rodriguez,1,0,-6,4,5.080002,0,5.080002,-2,Orthodox vs Switch,6,1.75,-5.080002,0,-5.080002,2,Switch vs Orthodox,Featherweight
Yair Rodriguez,Alexander Volkanovski,Alexander Volkanovski,0,1,-4,4,12.7,0,0,-8,Orthodox vs Orthodox,4,13,-12.7,0,0,8,Orthodox vs Orthodox,Featherweight
Yan Cabral,Reza Madadi,Reza Madadi,0,1,-5,4.333333,0,0,0,-4,Orthodox vs Orthodox,5,2.333333,0,0,0,4,Orthodox vs Orthodox,Lightweight
Yan Cabral,Zak Cummings,Zak Cummings,0,1,1,4.333333,-2.540009,-50,-5.080002,-16,Orthodox vs Southpaw,-1,3.571429,2.540009,50,5.080002,16,Southpaw vs Orthodox,Welterweight
Yan Cabral,Johnny Case,Johnny Case,0,1,6,4.333333,2.539993,0,2.539993,-12,Orthodox vs Orthodox,-6,3.666667,-2.539993,0,-2.539993,12,Orthodox vs Orthodox,Lightweight
Yan Cabral,David Mitchell,Yan Cabral,1,0,-3,4.333333,-2.540009,-15,-5.080002,-13,Orthodox vs Orthodox,3,3.142857,2.540009,15,5.080002,13,Orthodox vs Orthodox,Welterweight
Yan Cabral,Naoyuki Kotani,Yan Cabral,1,0,-1,4.333333,7.619995,0,17.78,-32,Orthodox vs Southpaw,1,2.428571,-7.619995,0,-17.78,32,Southpaw vs Orthodox,Lightweight
Yana Santos,Julija Stoliarenko,Yana Santos,1,0,3,1.75,-2.539993,10,5.080002,3,Orthodox vs Orthodox,-3,1.375,2.539993,-10,-5.080002,-3,Orthodox vs Orthodox,"Women's Bantamweight"
Yana Santos,Ketlen Vieira,Yana Santos,1,0,2,1.75,-5.080002,0,0,5,Orthodox vs Orthodox,-2,4.666667,5.080002,0,0,-5,Orthodox vs Orthodox,"Women's Bantamweight"
Yanal Ashmouz,Sam Patterson,Yanal Ashmouz,1,0,1,7,-15.24001,0,-25.39999,-4,Orthodox vs Orthodox,-1,5,15.24001,0,25.39999,4,Orthodox vs Orthodox,Lightweight
Yanal Ashmouz,Chris Duncan,Chris Duncan,0,1,-2,7,-2.540009,0,-7.619995,-4,Orthodox vs Orthodox,2,11,2.540009,0,7.619995,4,Orthodox vs Orthodox,Lightweight
Yancy Medeiros,Alex Oliveira,Yancy Medeiros,1,0,1,1.875,-2.539993,-15,-2.539993,-11,Orthodox vs Orthodox,-1,1.833333,2.539993,15,2.539993,11,Orthodox vs Orthodox,Welterweight
Yancy Medeiros,Erick Silva,Yancy Medeiros,1,0,-3,1.875,-5.080002,-15,2.539993,-5,Orthodox vs Orthodox,3,2.111111,5.080002,15,-2.539993,5,Orthodox vs Orthodox,Welterweight
Yancy Medeiros,Jim Miller,Jim Miller,0,1,-4,1.875,5.080002,0,10.16,-30,Orthodox vs Southpaw,4,2.117647,-5.080002,0,-10.16,30,Southpaw vs Orthodox,Lightweight
Yancy Medeiros,Dustin Poirier,Dustin Poirier,0,1,1,1.875,2.540009,0,7.619995,-14,Orthodox vs Southpaw,-1,3.625,-2.540009,0,-7.619995,14,Southpaw vs Orthodox,Lightweight
Yancy Medeiros,Francisco Trinaldo,Francisco Trinaldo,0,1,-9,1.875,2.540009,-15,12.7,-14,Orthodox vs Southpaw,9,3.111111,-2.540009,15,-12.7,14,Southpaw vs Orthodox,Lightweight
Yancy Medeiros,Lando Vannata,Lando Vannata,0,1,5,1.875,2.540009,0,10.16,4,Orthodox vs Orthodox,-5,1.714286,-2.540009,0,-10.16,-4,Orthodox vs Orthodox,Lightweight
Yancy Medeiros,Joe Proctor,Yancy Medeiros,1,0,-2,1.875,0,0,7.619995,7,Orthodox vs Orthodox,2,2.2,0,0,-7.619995,-7,Orthodox vs Orthodox,Lightweight
Yancy Medeiros,Sean Spencer,Yancy Medeiros,1,0,0,1.875,0,-15,2.539993,5,Orthodox vs Orthodox,0,2,0,15,-2.539993,-5,Orthodox vs Orthodox,Welterweight
Yanis Ghemmouri,William Gomis,William Gomis,0,1,2,6,-7.62001,0,-10.16,-1,Orthodox vs Southpaw,-2,6.5,7.62001,0,10.16,1,Southpaw vs Orthodox,Featherweight
Yaotzin Meza,Sam Sicilia,Sam Sicilia,0,1,5,1.909091,2.539993,0,10.16,9,Orthodox vs Orthodox,-5,1.875,-2.539993,0,-10.16,-9,Orthodox vs Orthodox,Featherweight
Yaotzin Meza,Damian Stasiak,Yaotzin Meza,1,0,9,1.909091,10.15999,10,2.539993,16,Orthodox vs Orthodox,-9,1.666667,-10.15999,-10,-2.539993,-16,Orthodox vs Orthodox,Featherweight
Yaotzin Meza,Sergio Pettis,Sergio Pettis,0,1,13,1.909091,7.619995,20,5.080002,9,Orthodox vs Orthodox,-13,3.6,-7.619995,-20,-5.080002,-9,Orthodox vs Orthodox,Bantamweight
Yazmin Jauregui,Istela Nunes,Yazmin Jauregui,1,0,-7,10,-2.539993,0,-5.080002,0,Orthodox vs Orthodox,7,1.2,2.539993,0,5.080002,0,Orthodox vs Orthodox,"Women's Strawweight"
Yazmin Jauregui,Iasmin Lucindo,Yazmin Jauregui,1,0,3,10,0,0,-5.080002,-9,Orthodox vs Orthodox,-3,3,0,0,5.080002,9,Orthodox vs Orthodox,"Women's Strawweight"
Yoel Romero,Jacare Souza,Yoel Romero,1,0,2,2.6,-2.539993,0,2.539993,-18,Southpaw vs Orthodox,-2,2.6,2.539993,0,-2.539993,18,Orthodox vs Southpaw,Middleweight
Yoel Romero,Brad Tavares,Yoel Romero,1,0,10,2.6,-2.539993,0,-2.540009,-11,Southpaw vs Orthodox,-10,2.222222,2.539993,0,2.540009,11,Orthodox vs Southpaw,Middleweight
Yoel Romero,Chris Weidman,Yoel Romero,1,0,7,2.6,-5.080002,0,-12.7,-4,Southpaw vs Orthodox,-7,2.142857,5.080002,0,12.7,4,Orthodox vs Southpaw,Middleweight
Yoel Romero,Robert Whittaker,Robert Whittaker,0,1,14,2.6,0,0,0,-14,Southpaw vs Orthodox,-14,3.571429,0,0,0,14,Orthodox vs Southpaw,Middleweight
Yoel Romero,Clifford Starks,Yoel Romero,1,0,4,2.6,0,0,-12.7,2,Southpaw vs Orthodox,-4,4.333333,0,0,12.7,-2,Orthodox vs Southpaw,Middleweight
Yoel Romero,Robert Whittaker,Robert Whittaker,0,1,14,2.6,0,0,0,-14,Southpaw vs Orthodox,-14,3.571429,0,0,0,14,Orthodox vs Southpaw,Middleweight
Yohan Lainesse,Darian Weeks,Yohan Lainesse,1,0,2,4.5,5.080002,0,10.15999,3,Orthodox vs Orthodox,-2,1.666667,-5.080002,0,-10.15999,-3,Orthodox vs Orthodox,Welterweight
Yohan Lainesse,Mike Malott,Mike Malott,0,1,-1,4.5,0,0,7.619995,0,Orthodox vs Orthodox,1,10,0,0,-7.619995,0,Orthodox vs Orthodox,Welterweight
Yoislandy Izquierdo,Rafaello Oliveira,Rafaello Oliveira,0,1,-2,2.5,7.619995,0,,-11,Southpaw vs Orthodox,2,2.125,-7.619995,0,,11,Orthodox vs Southpaw,Lightweight
Yoislandy Izquierdo,Reza Madadi,Reza Madadi,0,1,-5,2.5,0,0,,-6,Southpaw vs Orthodox,5,2.333333,0,0,,6,Orthodox vs Southpaw,Lightweight
Yoji Anjo,Matt Lindland,Matt Lindland,0,1,3,0,-2.540009,20,,-26,Orthodox vs Southpaw,-3,2.444444,2.540009,-20,,26,Southpaw vs Orthodox,Middleweight
Yoji Anjo,Murilo Bustamante,Murilo Bustamante,0,1,0,0,-7.62001,22,,-18,Orthodox vs Orthodox,0,1.875,7.62001,-22,,18,Orthodox vs Orthodox,Middleweight
Yorgan De Castro,Carlos Felipe,Carlos Felipe,0,1,8,2,0,5,-2.539993,-4,Orthodox vs Orthodox,-8,5.5,0,-5,2.539993,4,Orthodox vs Orthodox,Heavyweight
Yorgan De Castro,Justin Tafa,Yorgan De Castro,1,0,7,2,0,-14,0,-1,Orthodox vs Southpaw,-7,2.333333,0,14,0,1,Southpaw vs Orthodox,Heavyweight
Yorgan De Castro,Greg Hardy,Greg Hardy,0,1,2,2,-12.7,-15,-15.23999,-3,Orthodox vs Orthodox,-2,1.4,12.7,15,15.23999,3,Orthodox vs Orthodox,Heavyweight
Yosdenis Cedeno,Ernest Chavez,Ernest Chavez,0,1,-1,1.666667,0,10,-2.540009,4,Orthodox vs Orthodox,1,5,0,-10,2.540009,-4,Orthodox vs Orthodox,Lightweight
Yosdenis Cedeno,Cody Pfister,Cody Pfister,0,1,6,1.666667,-5.080002,0,-10.16,-3,Orthodox vs Orthodox,-6,2.166667,5.080002,0,10.16,3,Orthodox vs Orthodox,Lightweight
Yosdenis Cedeno,Jerrod Sanders,Yosdenis Cedeno,1,0,-5,1.666667,0,20,-7.62001,-3,Orthodox vs Orthodox,5,5.333333,0,-20,7.62001,3,Orthodox vs Orthodox,Lightweight
Yosdenis Cedeno,Chad Laprise,Chad Laprise,0,1,1,1.666667,-5.080002,-15,-5.080002,-1,Orthodox vs Orthodox,-1,3.25,5.080002,15,5.080002,1,Orthodox vs Orthodox,Lightweight
Yoshihiro Akiyama,Vitor Belfort,Vitor Belfort,0,1,2,2.333333,-5.080002,-15,2.539993,-20,Orthodox vs Southpaw,-2,1.857143,5.080002,15,-2.539993,20,Southpaw vs Orthodox,Middleweight
Yoshihiro Akiyama,Jake Shields,Jake Shields,0,1,3,2.333333,-5.080002,0,7.619995,-20,Orthodox vs Orthodox,-3,3.444444,5.080002,0,-7.619995,20,Orthodox vs Orthodox,Welterweight
Yoshihiro Akiyama,Amir Sadollah,Yoshihiro Akiyama,1,0,5,2.333333,0,0,0,9,Orthodox vs Orthodox,-5,1.2,0,0,0,-9,Orthodox vs Orthodox,Welterweight
Yoshihiro Akiyama,Michael Bisping,Michael Bisping,0,1,4,2.333333,-7.619995,-15,0,-19,Orthodox vs Orthodox,-4,3.333333,7.619995,15,0,19,Orthodox vs Orthodox,Middleweight
Yoshihiro Akiyama,Alberto Mina,Alberto Mina,0,1,7,2.333333,-5.080002,0,-5.080002,6,Orthodox vs Orthodox,-7,13,5.080002,0,5.080002,-6,Orthodox vs Orthodox,Welterweight
Yoshihiro Akiyama,Alan Belcher,Yoshihiro Akiyama,1,0,8,2.333333,-10.16,-15,0,-6,Orthodox vs Orthodox,-8,2.25,10.16,15,0,6,Orthodox vs Orthodox,Middleweight
Yoshihiro Akiyama,Chris Leben,Chris Leben,0,1,5,2.333333,-2.539993,-15,5.080002,-13,Orthodox vs Southpaw,-5,2,2.539993,15,-5.080002,13,Southpaw vs Orthodox,Middleweight
Yui Chul Nam,Phillipe Nover,Phillipe Nover,0,1,2,2.25,0,0,,7,Orthodox vs Orthodox,-2,1.375,0,0,,-7,Orthodox vs Orthodox,Featherweight
Yui Chul Nam,Kazuki Tokudome,Yui Chul Nam,1,0,6,2.25,-5.080002,-10,,1,Orthodox vs Southpaw,-6,2.571429,5.080002,10,,-1,Southpaw vs Orthodox,Lightweight
Yui Chul Nam,Mike de la Torre,Mike de la Torre,0,1,5,2.25,-5.080002,0,,5,Orthodox vs Orthodox,-5,2,5.080002,0,,-5,Orthodox vs Orthodox,Featherweight
Yuki Kondo,Tito Ortiz,Tito Ortiz,0,1,0,1.818182,-10.16,-22,,62,Southpaw vs Orthodox,0,1.583333,10.16,22,,-62,Orthodox vs Southpaw,Light Heavyweight
Yuki Kondo,Vladimir Matyushenko,Vladimir Matyushenko,0,1,-5,1.818182,-2.540009,-22,,58,Southpaw vs Orthodox,5,3.375,2.540009,22,,-58,Orthodox vs Southpaw,Light Heavyweight
Yushin Okami,Ovince Saint Preux,Ovince Saint Preux,0,1,2,2.833333,-2.539993,-35,-12.7,3,Southpaw vs Southpaw,-2,1.529412,2.539993,35,12.7,-3,Southpaw vs Southpaw,Light Heavyweight
Yushin Okami,Mike Swick,Yushin Okami,1,0,-2,2.833333,2.540009,0,-5.080002,25,Southpaw vs Orthodox,2,2.5,-2.540009,0,5.080002,-25,Orthodox vs Southpaw,Middleweight
Yushin Okami,Kalib Starnes,Yushin Okami,1,0,-6,2.833333,-2.539993,-15,2.539993,18,Southpaw vs Orthodox,6,1.545455,2.539993,15,-2.539993,-18,Orthodox vs Southpaw,Middleweight
Yushin Okami,Chael Sonnen,Chael Sonnen,0,1,-4,2.833333,2.540009,-35,5.080002,2,Southpaw vs Southpaw,4,1.933333,-2.540009,35,-5.080002,-2,Southpaw vs Southpaw,Middleweight
Yushin Okami,Evan Tanner,Yushin Okami,1,0,-11,2.833333,5.080002,-15,2.539993,6,Southpaw vs Orthodox,11,4,-5.080002,15,-2.539993,-6,Orthodox vs Southpaw,Middleweight
Yushin Okami,Anderson Silva,Anderson Silva,0,1,-6,2.833333,0,-15,-5.080002,1,Southpaw vs Southpaw,6,3.090909,0,15,5.080002,-1,Southpaw vs Southpaw,Middleweight
Yushin Okami,Jacare Souza,Jacare Souza,0,1,-1,2.833333,2.540009,-15,7.619995,10,Southpaw vs Orthodox,1,2.6,-2.540009,15,-7.619995,-10,Orthodox vs Southpaw,Middleweight
Yushin Okami,Rory Singer,Yushin Okami,1,0,-5,2.833333,0,-15,-5.080002,26,Southpaw vs Orthodox,5,1.222222,0,15,5.080002,-26,Orthodox vs Southpaw,Middleweight
Yushin Okami,Buddy Roberts,Yushin Okami,1,0,2,2.833333,0,-15,,31,Southpaw vs Orthodox,-2,4,0,15,,-31,Orthodox vs Southpaw,Middleweight
Yusuke Kasuya,Alexander Volkanovski,Alexander Volkanovski,0,1,-1,3,2.539993,10,,-16,Southpaw vs Orthodox,1,13,-2.539993,-10,,16,Orthodox vs Southpaw,Lightweight
Yuta Sasaki,Justin Scoggins,Yuta Sasaki,1,0,2,3.5,7.62001,0,12.7,11,Southpaw vs Southpaw,-2,2.2,-7.62001,0,-12.7,-11,Southpaw vs Southpaw,Flyweight
Yves Edwards,Joe Stevenson,Joe Stevenson,0,1,5,1.909091,5.080002,10,7.619995,15,Southpaw vs Orthodox,-5,2.0625,-5.080002,-10,-7.619995,-15,Orthodox vs Southpaw,Lightweight
Yves Edwards,Hermes Franca,Yves Edwards,1,0,-2,1.909091,7.619995,0,5.080002,23,Southpaw vs Orthodox,2,1.411765,-7.619995,0,-5.080002,-23,Orthodox vs Southpaw,Lightweight
Yves Edwards,Tony Ferguson,Tony Ferguson,0,1,8,1.909091,-5.080002,0,-7.619995,29,Southpaw vs Orthodox,-8,2.888889,5.080002,0,7.619995,-29,Orthodox vs Southpaw,Lightweight
Yves Edwards,Josh Thomson,Yves Edwards,1,0,2,1.909091,-2.540009,0,5.080002,33,Southpaw vs Orthodox,-2,2.444444,2.540009,0,-5.080002,-33,Orthodox vs Southpaw,Lightweight
Yves Edwards,Jeremy Stephens,Yves Edwards,1,0,10,1.909091,0,10,5.080002,17,Southpaw vs Orthodox,-10,1.473684,0,-10,-5.080002,-17,Orthodox vs Southpaw,Lightweight
Yves Edwards,Joao Pierini,Yves Edwards,1,0,-5,1.909091,-10.16,0,,59,Southpaw vs Switch,5,4,10.16,0,,-59,Switch vs Southpaw,Lightweight
Yves Edwards,Eddie Ruiz,Yves Edwards,1,0,-9,1.909091,5.080002,0,,62,Southpaw vs Orthodox,9,1,-5.080002,0,,-62,Orthodox vs Southpaw,Lightweight
Yves Edwards,John Gunderson,Yves Edwards,1,0,2,1.909091,0,0,10.16,13,Southpaw vs Orthodox,-2,2.1875,0,0,-10.16,-13,Orthodox vs Southpaw,Lightweight
Yves Edwards,Mark Hominick,Mark Hominick,0,1,6,1.909091,2.539993,10,12.7,32,Southpaw vs Orthodox,-6,1.666667,-2.539993,-10,-12.7,-32,Orthodox vs Southpaw,Lightweight
Yves Edwards,Matt Serra,Matt Serra,0,1,-3,1.909091,7.619995,-15,12.7,46,Southpaw vs Orthodox,3,1.571429,-7.619995,15,-12.7,-46,Orthodox vs Southpaw,Welterweight
Yves Edwards,Cody McKenzie,Yves Edwards,1,0,11,1.909091,-7.62001,0,2.539993,38,Southpaw vs Switch,-11,1.6,7.62001,0,-2.539993,-38,Switch vs Southpaw,Lightweight
Yves Edwards,Caol Uno,Caol Uno,0,1,-2,1.909091,5.080002,0,7.619995,12,Southpaw vs Southpaw,2,1.736842,-5.080002,0,-7.619995,-12,Southpaw vs Southpaw,Lightweight
Yves Edwards,Piotr Hallmann,Piotr Hallmann,0,1,11,1.909091,0,0,5.080002,40,Southpaw vs Orthodox,-11,3,0,0,-5.080002,-40,Orthodox vs Southpaw,Lightweight
Yves Edwards,Isaac Vallie-Flagg,Isaac Vallie-Flagg,0,1,2,1.909091,2.539993,0,7.619995,41,Southpaw vs Orthodox,-2,2.285714,-2.539993,0,-7.619995,-41,Orthodox vs Southpaw,Lightweight
Yves Edwards,Sam Stout,Sam Stout,0,1,7,1.909091,0,0,7.619995,32,Southpaw vs Orthodox,-7,1.666667,0,0,-7.619995,-32,Orthodox vs Southpaw,Lightweight
Yves Edwards,Rafaello Oliveira,Yves Edwards,1,0,6,1.909091,2.539993,0,5.080002,39,Southpaw vs Orthodox,-6,2.125,-2.539993,0,-5.080002,-39,Orthodox vs Southpaw,Lightweight
Yves Jabouin,Brad Pickett,Brad Pickett,0,1,-1,1.818182,2.539993,0,0,-8,Orthodox vs Orthodox,1,1.785714,-2.539993,0,0,8,Orthodox vs Orthodox,Bantamweight
Yves Jabouin,Walel Watson,Yves Jabouin,1,0,5,1.818182,-10.16,0,-17.78,7,Orthodox vs Orthodox,-5,1.4,10.16,0,17.78,-7,Orthodox vs Orthodox,Bantamweight
Yves Jabouin,Ian Loveland,Yves Jabouin,1,0,5,1.818182,-2.540009,-10,,3,Orthodox vs Orthodox,-5,1.8,2.540009,10,,-3,Orthodox vs Orthodox,Bantamweight
Yves Jabouin,Dustin Pague,Yves Jabouin,1,0,9,1.818182,-5.080002,0,-15.24001,8,Orthodox vs Orthodox,-9,1.090909,5.080002,0,15.24001,-8,Orthodox vs Orthodox,Bantamweight
Yves Jabouin,Eddie Wineland,Eddie Wineland,0,1,5,1.818182,0,0,-2.539993,-9,Orthodox vs Orthodox,-5,1.5,0,0,2.539993,9,Orthodox vs Orthodox,Bantamweight
Zabit Magomedsharipov,Jeremy Stephens,Zabit Magomedsharipov,1,0,-4,18,10.16,0,5.080002,-28,Orthodox vs Orthodox,4,1.473684,-10.16,0,-5.080002,28,Orthodox vs Orthodox,Featherweight
Zabit Magomedsharipov,Mike Santiago,Zabit Magomedsharipov,1,0,-2,18,7.619995,0,10.16,-12,Orthodox vs Orthodox,2,1.583333,-7.619995,0,-10.16,12,Orthodox vs Orthodox,Featherweight
Zabit Magomedsharipov,Sheymon Moraes,Zabit Magomedsharipov,1,0,-1,18,12.7,0,2.539993,4,Orthodox vs Orthodox,1,2.75,-12.7,0,-2.539993,-4,Orthodox vs Orthodox,Featherweight
Zac Pauga,Jordan Wright,Zac Pauga,1,0,3,3.5,0,0,-2.540009,-8,Orthodox vs Orthodox,-3,2.4,0,0,2.540009,8,Orthodox vs Orthodox,Light Heavyweight
Zac Pauga,Mohammed Usman,Mohammed Usman,0,1,1,3.5,0,-34,-7.62001,-4,Orthodox vs Orthodox,-1,5.5,0,34,7.62001,4,Orthodox vs Orthodox,Heavyweight
Zach Light,Pete Spratt,Pete Spratt,0,1,-3,0.8181818,-2.539993,0,,-28,Orthodox vs Orthodox,3,1.086957,2.539993,0,,28,Orthodox vs Orthodox,Welterweight
Zach Makovsky,Josh Sampo,Zach Makovsky,1,0,1,2.5,0,0,0,12,Southpaw vs Orthodox,-1,2.2,0,0,0,-12,Orthodox vs Southpaw,Flyweight
Zach Makovsky,Dustin Ortiz,Dustin Ortiz,0,1,6,2.5,-2.540009,0,-2.540009,1,Southpaw vs Orthodox,-6,2.375,2.540009,0,2.540009,-1,Orthodox vs Southpaw,Flyweight
Zak Cummings,Dominique Steele,Zak Cummings,1,0,3,3.571429,5.080002,35,2.539993,9,Southpaw vs Orthodox,-3,1.555556,-5.080002,-35,-2.539993,-9,Orthodox vs Southpaw,Middleweight
Zak Cummings,Trevin Giles,Zak Cummings,1,0,8,3.571429,0,35,2.539993,11,Southpaw vs Orthodox,-8,3.2,0,-35,-2.539993,-11,Orthodox vs Southpaw,Middleweight
Zak Cummings,Gunnar Nelson,Gunnar Nelson,0,1,4,3.571429,2.540009,35,7.619995,8,Southpaw vs Switch,-4,3.8,-2.540009,-35,-7.619995,-8,Switch vs Southpaw,Welterweight
Zak Cummings,Nicolas Dalby,Zak Cummings,1,0,0,3.571429,2.540009,35,2.539993,6,Southpaw vs Orthodox,0,5.5,-2.540009,-35,-2.539993,-6,Orthodox vs Southpaw,Welterweight
Zak Cummings,Alexander Yakovlev,Zak Cummings,1,0,0,3.571429,-7.619995,50,2.539993,-2,Southpaw vs Southpaw,0,2.4,7.619995,-50,-2.539993,2,Southpaw vs Southpaw,Welterweight
Zak Cummings,Michel Prazeres,Michel Prazeres,0,1,-3,3.571429,15.24001,35,20.32001,2,Southpaw vs Orthodox,3,6.5,-15.24001,-35,-20.32001,-2,Orthodox vs Southpaw,Welterweight
Zak Cummings,Ed Herman,Zak Cummings,1,0,-4,3.571429,-2.539993,0,-5.080002,-11,Southpaw vs Orthodox,4,1.6875,2.539993,0,5.080002,11,Orthodox vs Southpaw,Light Heavyweight
