l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win
Thiago Santos,Elias Theodorou,Thiago Santos,0,112,83,81,52,2,1,0,0,0,110,40,94,28,13,1,0,0,53,409,Decision,3,3,5:00,1,0
Thiago Tavares,Matt Wiman,Matt Wiman,0,77,39,35,13,3,1,3,1,1,73,54,34,18,4,2,1,0,261,73,KO/TKO,3,2,1:57,0,1
Thibault Gouti,Chad Laprise,Chad Laprise,0,16,4,16,4,0,0,0,0,2,40,22,35,17,0,0,0,0,0,30,KO/TKO,3,1,1:36,0,1
Thibault Gouti,Sage Northcutt,Sage Northcutt,0,68,30,66,28,5,4,1,0,0,204,125,138,63,9,1,0,0,371,113,Decision,3,3,5:00,0,1
Thibault Gouti,Andrew Holbrook,Thibault Gouti,1,88,43,86,41,0,0,0,0,0,54,22,54,22,6,0,0,0,30,0,KO/TKO,3,1,4:28,1,0
Thibault Gouti,Nasrat Haqparast,Nasrat Haqparast,0,306,95,284,78,0,0,0,0,1,282,148,256,124,1,0,0,0,0,175,Decision,3,3,5:00,0,1
Thibault Gouti,Teemu Packalen,Teemu Packalen,0,1,0,1,0,0,0,0,0,1,11,6,11,6,0,0,1,0,0,10,Submission,3,1,0:24,0,1
Thomas Almeida,"Sean O'Malley","Sean O'Malley",0,71,25,71,25,2,1,0,0,2,157,91,149,86,0,0,0,0,22,5,KO/TKO,3,3,3:52,0,1
Thomas Almeida,Anthony Birchak,Thomas Almeida,1,52,26,50,24,0,0,0,0,0,91,27,91,27,5,0,0,0,5,22,KO/TKO,3,1,4:24,1,0
Thomas Almeida,Rob Font,Rob Font,0,92,24,90,24,0,0,0,0,2,139,48,132,41,3,1,0,0,4,62,KO/TKO,3,2,2:24,0,1
Thomas Almeida,Jonathan Martinez,Jonathan Martinez,0,171,64,171,64,5,0,0,0,0,205,73,205,73,0,0,0,0,2,0,Decision,3,3,5:00,0,1
Thomas Almeida,Brad Pickett,Thomas Almeida,1,55,24,55,24,0,0,0,0,1,55,20,55,20,1,0,0,0,1,28,KO/TKO,3,2,0:29,1,0
Thomas Almeida,Tim Gorman,Thomas Almeida,0,219,122,217,120,0,0,0,0,0,195,71,189,67,11,2,0,0,3,133,Decision,3,3,5:00,1,0
Thomas Almeida,Jimmie Rivera,Jimmie Rivera,0,167,72,167,72,0,0,0,0,2,165,75,160,70,6,2,0,0,16,106,Decision,3,3,5:00,0,1
Thomas Almeida,Cody Garbrandt,Cody Garbrandt,0,25,10,25,10,0,0,0,0,1,49,22,48,21,0,0,0,0,0,2,KO/TKO,5,1,2:53,0,1
Thomas Almeida,Yves Jabouin,Thomas Almeida,0,76,32,75,31,0,0,0,0,0,56,20,56,20,1,1,0,0,0,23,KO/TKO,3,1,4:18,1,0
Thomas Almeida,Albert Morales,Thomas Almeida,1,80,42,79,41,0,0,0,0,0,74,18,74,18,2,1,0,0,6,36,KO/TKO,3,2,1:37,1,0
Thomas Gifford,Roosevelt Roberts,Roosevelt Roberts,0,130,86,70,30,1,1,0,0,0,132,95,85,53,4,2,0,0,101,551,Decision,3,3,5:00,0,1
Tiki Ghosn,Chris Lytle,Chris Lytle,0,54,32,49,27,0,0,0,0,0,96,50,80,34,3,2,1,0,27,49,Submission,3,2,1:55,0,1
Tiki Ghosn,Robbie Lawler,Robbie Lawler,0,14,7,14,7,0,0,0,0,1,11,5,11,5,0,0,0,0,0,2,KO/TKO,3,1,1:29,0,1
Tiki Ghosn,Sean Sherk,Sean Sherk,0,16,10,7,1,0,0,0,0,0,146,134,16,12,5,4,0,0,0,555,Submission,2,2,4:47,0,1
Tim Boetsch,Thales Leites,Thales Leites,1,88,47,65,26,0,0,0,0,0,64,23,61,20,2,1,2,0,38,121,Submission,3,2,3:45,0,1
Tim Boetsch,David Heath,Tim Boetsch,0,64,46,60,42,2,1,0,0,0,31,7,31,7,0,0,0,0,6,0,KO/TKO,3,1,4:52,1,0
Tim Boetsch,Hector Lombard,Tim Boetsch,0,101,57,98,54,9,0,0,0,0,99,47,77,26,4,2,0,0,7,143,Decision,3,3,5:00,1,0
Tim Boetsch,Yushin Okami,Tim Boetsch,1,99,47,93,42,1,0,1,0,0,91,43,75,29,2,1,0,0,7,241,KO/TKO,3,3,0:54,1,0
Tim Boetsch,Brad Tavares,Tim Boetsch,2,56,40,28,14,5,1,0,0,0,70,37,56,24,1,0,0,0,35,257,KO/TKO,3,2,3:18,1,0
Tim Boetsch,Matt Hamill,Matt Hamill,0,63,23,58,18,1,0,0,0,0,96,53,71,31,1,1,0,0,2,157,KO/TKO,3,2,1:25,0,1
Tim Boetsch,Nick Ring,Tim Boetsch,0,120,80,84,46,6,4,2,0,0,94,39,82,29,2,0,0,0,185,188,Decision,3,3,5:00,1,0
Tim Boetsch,Todd Brown,Tim Boetsch,0,163,110,112,60,6,3,1,0,0,87,42,72,28,0,0,0,0,224,131,Decision,3,3,5:00,1,0
Tim Boetsch,Rafael Natal,Tim Boetsch,1,25,14,25,14,0,0,0,0,0,18,5,18,5,1,0,0,0,4,0,KO/TKO,3,1,3:22,1,0
Tim Boetsch,Luke Rockhold,Luke Rockhold,0,2,1,2,1,1,0,0,0,0,9,9,4,4,0,0,2,0,4,95,Submission,3,1,2:08,0,1
Tim Boetsch,Kendall Grove,Tim Boetsch,0,111,90,22,17,14,7,0,1,0,95,68,45,20,3,1,0,0,600,108,Decision,3,3,5:00,1,0
Tim Boetsch,Ed Herman,Ed Herman,0,69,32,64,27,0,0,0,0,1,91,56,82,47,0,0,0,0,8,15,KO/TKO,3,2,1:39,0,1
Tim Boetsch,Antonio Carlos Junior,Antonio Carlos Junior,0,24,13,18,7,0,0,0,0,0,52,35,48,31,2,1,1,0,5,90,Submission,3,1,4:28,0,1
Tim Boetsch,Constantinos Philippou,Constantinos Philippou,1,74,41,53,25,8,2,0,0,0,108,56,74,28,0,0,0,0,189,169,KO/TKO,3,3,2:11,0,1
Tim Boetsch,Dan Henderson,Dan Henderson,0,6,3,6,3,0,0,0,0,1,15,12,15,12,0,0,0,0,0,5,KO/TKO,5,1,0:28,0,1
Tim Boetsch,Josh Samman,Tim Boetsch,0,119,98,58,38,2,2,0,0,0,47,23,39,17,3,0,0,0,261,127,KO/TKO,3,2,3:49,1,0
Tim Boetsch,Jason Brilz,Jason Brilz,0,70,31,65,27,0,0,0,0,0,183,107,103,34,8,4,1,0,2,478,Decision,3,3,5:00,0,1
Tim Boetsch,Mark Munoz,Mark Munoz,0,69,50,41,23,3,1,3,1,0,171,132,102,69,10,5,2,0,179,566,Decision,3,3,5:00,0,1
Tim Boetsch,Johny Hendricks,Tim Boetsch,0,69,42,68,41,0,0,0,0,0,45,10,45,10,0,0,0,0,1,0,KO/TKO,3,2,0:46,1,0
Tim Boetsch,Michael Patt,Tim Boetsch,1,34,18,31,15,0,0,0,0,0,23,11,21,9,1,0,0,0,5,0,KO/TKO,3,1,2:03,1,0
Tim Boetsch,Jacare Souza,Jacare Souza,0,12,8,10,6,0,0,0,0,0,30,15,18,7,2,1,1,0,0,74,Submission,3,1,3:41,0,1
Tim Boetsch,Phil Davis,Phil Davis,0,22,10,19,7,0,0,1,0,0,98,51,75,33,2,2,2,0,7,286,Submission,3,2,2:55,0,1
Tim Boetsch,CB Dollaway,Tim Boetsch,0,108,65,76,41,1,0,3,0,0,145,84,118,57,8,3,0,0,119,237,Decision,3,3,5:00,1,0
Tim Credeur,Cale Yarbrough,Tim Credeur,1,68,19,68,19,0,0,0,0,0,22,6,22,6,0,0,0,0,2,0,KO/TKO,3,1,1:54,1,0
Tim Credeur,Nate Loughran,Tim Credeur,0,140,60,131,52,1,1,0,0,0,65,28,62,25,3,0,0,0,212,0,KO/TKO,3,2,5:00,1,0
Tim Credeur,Nate Quarry,Nate Quarry,1,189,56,162,40,0,0,1,0,2,225,124,131,53,0,0,0,0,40,481,Decision,3,3,5:00,0,1
Tim Credeur,Ed Herman,Ed Herman,0,24,11,24,11,0,0,0,0,1,19,11,19,11,0,0,0,0,0,3,KO/TKO,3,1,0:48,0,1
Tim Elliott,Demetrious Johnson,Demetrious Johnson,0,157,110,61,24,4,4,2,0,0,116,86,58,28,7,5,3,1,218,998,Decision,5,5,5:00,0,1
Tim Elliott,Louis Smolka,Tim Elliott,0,136,98,91,57,14,12,1,3,0,105,47,97,41,4,1,2,4,483,159,Decision,3,3,5:00,1,0
Tim Elliott,Louis Gaudinot,Tim Elliott,0,386,270,200,116,6,6,2,0,0,95,41,78,28,0,0,0,0,548,14,Decision,3,3,5:00,1,0
Tim Elliott,Matheus Nicolau,Matheus Nicolau,0,255,105,215,70,10,1,0,0,0,176,128,109,64,1,1,0,0,148,128,Decision,3,3,5:00,0,1
Tim Elliott,Brandon Royval,Brandon Royval,0,55,40,32,17,10,4,0,1,0,41,22,33,16,1,1,2,1,241,124,Submission,3,2,3:18,0,1
Tim Elliott,Deiveson Figueiredo,Deiveson Figueiredo,0,45,33,38,26,3,1,0,0,0,13,8,13,8,1,0,1,0,4,0,Submission,3,1,3:08,0,1
Tim Elliott,Zach Makovsky,Zach Makovsky,0,199,152,88,43,2,1,0,0,0,77,61,33,21,11,6,0,1,75,599,Decision,3,3,5:00,0,1
Tim Elliott,Tagir Ulanbekov,Tim Elliott,1,227,117,179,79,9,3,0,0,0,212,111,186,90,10,2,1,0,52,295,Decision,3,3,5:00,1,0
Tim Elliott,Ben Nguyen,Ben Nguyen,0,4,1,4,1,2,0,0,0,0,12,8,7,3,1,1,1,0,0,31,Submission,3,1,0:49,0,1
Tim Elliott,Jared Papazian,Tim Elliott,1,256,189,69,36,14,7,4,0,0,109,46,97,36,1,0,0,1,428,129,Decision,3,3,5:00,1,0
Tim Elliott,Jordan Espinosa,Tim Elliott,0,120,91,44,25,7,4,0,0,0,35,22,25,13,0,0,0,0,799,0,Decision,3,3,5:00,1,0
Tim Hague,Chris Tuchscherer,Chris Tuchscherer,0,90,53,70,34,1,1,1,0,0,88,45,64,24,7,1,1,0,254,257,Decision,3,3,5:00,0,1
Tim Hague,Matt Mitrione,Matt Mitrione,0,9,4,8,3,3,0,0,0,2,28,17,27,16,0,0,0,0,33,14,KO/TKO,3,1,2:59,0,1
Tim Kennedy,Yoel Romero,Yoel Romero,0,88,32,86,30,6,0,1,0,2,93,51,80,39,4,3,0,0,1,126,KO/TKO,3,3,0:58,0,1
Tim Kennedy,Rafael Natal,Tim Kennedy,1,31,13,31,13,0,0,0,0,0,35,13,35,13,1,0,0,0,2,0,KO/TKO,5,1,4:40,1,0
Tim Lajcik,Jeff Monson,Jeff Monson,0,54,40,14,5,1,0,0,0,0,160,122,62,31,4,1,0,0,97,423,Decision,2,2,5:00,0,1
Tim McKenzie,Aaron Simpson,Aaron Simpson,0,5,2,4,1,0,0,0,0,1,40,27,27,16,1,1,0,0,0,66,KO/TKO,3,1,1:40,0,1
Tim Means,Mike Perry,Tim Means,0,207,143,192,128,1,0,0,1,0,166,69,161,64,5,1,2,0,39,188,Decision,3,3,5:00,1,0
Tim Means,Laureano Staropoli,Tim Means,1,189,126,147,85,6,2,0,0,0,172,81,161,71,1,0,0,0,367,4,Decision,3,3,5:00,1,0
Tim Means,Justin Salas,Tim Means,2,46,30,42,26,0,0,0,0,0,8,5,8,5,4,0,0,0,19,0,KO/TKO,3,1,1:06,1,0
Tim Means,Hernani Perpetuo,Tim Means,0,211,85,210,85,4,1,0,0,0,191,63,189,61,3,0,0,0,33,2,Decision,3,3,5:00,1,0
Tim Means,Ricky Rainey,Tim Means,0,39,26,32,19,2,2,0,0,0,12,6,12,6,0,0,0,0,33,0,KO/TKO,3,1,1:18,1,0
Tim Means,Belal Muhammad,Belal Muhammad,0,236,93,234,91,1,0,0,0,0,224,90,221,88,5,1,0,0,0,21,Decision,3,3,5:00,0,1
Tim Means,Alex Morono,Alex Morono,0,92,45,87,40,2,2,0,0,0,102,42,92,33,0,0,1,0,46,0,Submission,3,2,2:09,0,1
Tim Means,Alex Oliveira,Alex Oliveira,0,41,34,12,9,1,0,0,0,0,31,18,24,12,11,6,1,0,121,289,Submission,3,2,2:38,0,1
Tim Means,Daniel Rodriguez,Daniel Rodriguez,0,95,41,95,41,3,1,0,0,1,121,49,121,49,0,0,1,0,11,4,Submission,3,2,3:37,0,1
Tim Means,George Sullivan,Tim Means,1,151,69,130,48,2,2,1,0,0,169,43,164,39,5,0,0,0,226,27,Submission,3,3,3:41,1,0
Tim Means,Sergio Moraes,Sergio Moraes,1,282,136,274,129,0,0,0,0,0,195,89,192,87,1,0,0,0,82,0,Decision,3,3,5:00,0,1
Tim Means,Niko Price,Niko Price,0,54,35,48,31,1,1,0,0,1,73,36,67,32,0,0,0,0,111,2,KO/TKO,3,1,4:50,0,1
Tim Sylvia,Tra Telligman,Tim Sylvia,1,70,32,69,31,0,0,0,0,0,40,13,40,13,0,0,0,0,1,0,KO/TKO,3,1,4:59,1,0
Tim Sylvia,Brandon Vera,Tim Sylvia,0,191,137,121,68,0,0,0,0,0,94,77,72,58,1,1,0,0,460,185,Decision,3,3,5:00,1,0
Timothy Johnson,Marcin Tybura,Timothy Johnson,0,169,83,127,45,0,0,0,0,0,128,75,101,48,3,1,0,0,224,77,Decision,3,3,5:00,1,0
Timothy Johnson,Alexander Volkov,Alexander Volkov,1,116,62,93,43,8,1,0,0,0,141,91,84,45,2,1,0,0,273,225,Decision,3,3,5:00,0,1
Timothy Johnson,Jared Rosholt,Jared Rosholt,0,126,86,57,26,4,3,0,0,0,70,53,34,19,5,2,1,0,524,145,Decision,3,3,5:00,0,1
Timothy Johnson,Daniel Omielanczuk,Timothy Johnson,0,168,102,104,52,5,1,0,0,0,136,94,93,54,2,0,0,0,522,35,Decision,3,3,5:00,1,0
Tito Ortiz,Ken Shamrock,Tito Ortiz,0,23,22,11,11,3,1,0,0,0,6,3,3,0,0,0,0,0,64,4,KO/TKO,3,1,1:18,1,0
Tito Ortiz,Ken Shamrock,Tito Ortiz,0,214,155,126,74,5,3,1,0,0,84,48,44,12,1,0,0,0,627,1,KO/TKO,5,3,5:00,1,0
Tito Ortiz,Ken Shamrock,Tito Ortiz,0,52,38,29,18,1,1,0,0,0,7,7,0,0,0,0,0,0,126,0,KO/TKO,3,1,2:23,1,0
Tito Ortiz,Evan Tanner,Tito Ortiz,0,7,7,7,7,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,KO/TKO,5,1,0:32,1,0
Tito Ortiz,Frank Shamrock,Frank Shamrock,0,125,67,74,20,9,8,0,0,0,227,193,61,31,0,0,1,1,951,13,KO/TKO,5,4,4:42,0,1
Tito Ortiz,Wanderlei Silva,Tito Ortiz,1,163,131,43,20,6,4,0,0,0,191,170,27,10,1,0,0,0,1153,7,Decision,5,5,5:00,1,0
Tito Ortiz,Elvis Sinosic,Tito Ortiz,0,82,58,59,35,1,1,0,0,0,18,12,8,3,0,0,0,0,172,0,KO/TKO,5,1,3:32,1,0
TJ Brown,Kai Kamaka,TJ Brown,0,243,110,211,82,4,2,1,0,1,155,85,128,61,1,1,0,0,36,338,Decision,3,3,5:00,1,0
TJ Brown,Jordan Griffin,Jordan Griffin,0,119,91,47,32,7,7,0,0,0,28,20,23,15,1,0,3,0,452,5,Submission,3,2,3:38,0,1
TJ Brown,Danny Chavez,Danny Chavez,0,156,59,139,43,6,0,0,0,0,113,52,110,49,4,4,0,0,63,125,Decision,3,3,5:00,0,1
TJ Brown,Shayilan Nuerdanbieke,Shayilan Nuerdanbieke,0,125,58,99,42,2,1,4,2,1,121,86,79,47,6,3,0,2,174,452,Decision,3,3,5:00,0,1
TJ Brown,Erik Silva,TJ Brown,0,109,82,38,24,7,2,1,2,0,42,32,29,21,4,3,0,1,583,155,Submission,3,3,3:41,1,0
TJ Brown,Charles Rosa,TJ Brown,0,141,88,99,58,8,6,3,2,0,132,71,107,46,0,0,1,1,459,162,Decision,3,3,5:00,1,0
TJ Dillashaw,Cody Garbrandt,TJ Dillashaw,2,78,51,72,45,0,0,0,0,0,43,17,43,17,2,0,0,0,29,0,KO/TKO,5,1,4:10,1,0
TJ Dillashaw,Mike Easton,TJ Dillashaw,0,257,138,232,117,5,2,0,0,0,116,51,111,46,2,0,0,0,297,0,Decision,3,3,5:00,1,0
TJ Dillashaw,John Dodson,John Dodson,0,21,2,21,2,0,0,0,0,1,25,8,24,7,0,0,0,0,0,3,KO/TKO,3,1,1:54,0,1
TJ Dillashaw,John Lineker,TJ Dillashaw,0,249,177,119,71,6,5,1,0,0,107,51,90,38,2,1,0,0,413,18,Decision,3,3,5:00,1,0
TJ Dillashaw,Cory Sandhagen,TJ Dillashaw,0,332,169,268,110,19,2,0,0,0,331,171,281,128,1,0,1,0,502,0,Decision,5,5,5:00,1,0
TJ Dillashaw,Aljamain Sterling,Aljamain Sterling,0,31,13,26,8,0,0,0,0,0,181,148,93,72,8,5,2,0,3,426,KO/TKO,5,2,3:44,0,1
TJ Dillashaw,Hugo Viana,TJ Dillashaw,1,45,22,44,21,3,1,0,0,0,36,13,34,11,0,0,0,0,62,0,KO/TKO,3,1,4:22,1,0
TJ Dillashaw,Vaughan Lee,TJ Dillashaw,0,18,5,16,3,3,2,1,0,0,31,20,19,8,0,0,0,0,61,0,Submission,3,1,2:33,1,0
TJ Dillashaw,Cody Garbrandt,TJ Dillashaw,2,85,23,81,20,1,0,0,0,1,54,19,53,18,0,0,0,0,7,4,KO/TKO,5,2,2:41,1,0
TJ Dillashaw,Issei Tamura,TJ Dillashaw,1,66,39,57,30,3,2,0,0,0,28,17,20,11,1,0,0,0,175,0,KO/TKO,3,2,0:26,1,0
TJ Dillashaw,Joe Soto,TJ Dillashaw,1,461,156,454,151,3,2,0,0,0,198,63,197,62,5,0,0,0,112,0,KO/TKO,5,5,2:20,1,0
TJ Dillashaw,Walel Watson,TJ Dillashaw,0,192,154,114,85,7,3,5,0,0,42,19,33,11,0,0,1,0,742,0,Decision,3,3,5:00,1,0
TJ Grant,Johny Hendricks,Johny Hendricks,0,123,78,111,67,1,0,0,0,0,111,83,81,53,8,8,0,0,9,396,Decision,3,3,5:00,0,1
TJ Grant,Carlo Prater,TJ Grant,0,163,116,113,68,7,3,1,0,0,67,33,61,27,3,0,1,1,414,35,Decision,3,3,5:00,1,0
TJ Grant,Dong Hyun Kim,Dong Hyun Kim,0,57,33,44,22,5,1,0,0,0,117,82,59,29,5,4,1,1,139,625,Decision,3,3,5:00,0,1
TJ Grant,Julio Paulino,TJ Grant,0,59,36,33,17,6,4,1,2,0,71,39,42,12,0,0,1,1,540,192,Decision,3,3,5:00,1,0
TJ Grant,Matt Wiman,TJ Grant,1,96,56,93,54,0,0,0,0,0,58,18,57,18,1,0,0,0,70,0,KO/TKO,3,1,4:51,1,0
TJ Grant,Gray Maynard,TJ Grant,3,55,29,52,26,0,0,0,0,0,28,13,28,13,0,0,0,0,15,0,KO/TKO,3,1,2:07,1,0
TJ Grant,Shane Roller,TJ Grant,0,104,64,64,24,2,2,3,1,0,61,11,60,10,3,1,2,2,298,165,Submission,3,3,2:12,1,0
TJ Laramie,Darrick Minner,Darrick Minner,0,4,0,4,0,1,0,0,0,0,20,18,17,15,0,0,1,0,23,7,Submission,3,1,0:52,0,1
TJ Laramie,Pat Sabatini,Pat Sabatini,0,39,22,31,15,4,1,0,1,0,162,124,63,36,10,6,0,0,247,479,Decision,3,3,5:00,0,1
Todd Brown,Igor Pokrajac,Igor Pokrajac,0,32,24,23,15,3,0,0,0,1,60,39,38,17,0,0,0,0,126,35,KO/TKO,3,1,5:00,0,1
Todd Butler,Kevin Jackson,Kevin Jackson,0,4,1,4,1,0,0,0,0,0,7,4,6,3,1,1,0,0,0,0,KO/TKO,1,1,1:27,0,1
Todd Duffee,Frank Mir,Frank Mir,0,24,9,24,9,0,0,0,0,1,37,16,37,16,0,0,0,0,5,1,KO/TKO,5,1,1:13,0,1
Todd Duffee,Tim Hague,Todd Duffee,1,6,5,5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,KO/TKO,3,1,0:07,1,0
Todd Duffee,Mike Russow,Mike Russow,0,182,51,182,51,0,0,0,0,1,45,15,44,14,9,0,0,0,1,3,KO/TKO,3,3,2:35,0,1
Todd Duffee,Anthony Hamilton,Todd Duffee,1,16,8,16,8,0,0,0,0,0,6,2,6,2,0,0,0,0,2,0,KO/TKO,3,1,0:33,1,0
Tom Aspinall,Jake Collier,Tom Aspinall,1,10,10,10,10,0,0,0,0,0,9,3,9,3,0,0,0,0,2,0,KO/TKO,3,1,0:45,1,0
Tom Aspinall,Alan Baudot,Tom Aspinall,0,26,17,25,16,1,1,0,0,0,14,5,12,3,0,0,0,0,30,0,KO/TKO,3,1,1:35,1,0
Tom Aspinall,Serghei Spivac,Tom Aspinall,1,26,16,26,16,0,0,0,0,0,11,0,11,0,2,0,0,0,3,0,KO/TKO,3,1,2:30,1,0
Tom Aspinall,Curtis Blaydes,Curtis Blaydes,0,5,3,5,3,0,0,0,0,0,10,4,10,4,0,0,0,0,0,1,KO/TKO,5,1,0:15,0,1
Tom Aspinall,Marcin Tybura,Tom Aspinall,1,18,13,18,13,0,0,0,0,0,15,4,15,4,0,0,0,0,5,0,KO/TKO,5,1,1:13,1,0
Tom Aspinall,Alexander Volkov,Tom Aspinall,0,50,35,43,29,2,2,1,0,0,23,13,23,13,0,0,0,0,114,0,Submission,5,1,3:45,1,0
Tom Blackledge,Anthony Perosh,Anthony Perosh,0,13,8,13,8,0,0,0,0,0,18,11,13,7,4,1,1,0,9,68,Submission,3,1,2:45,0,1
Tom Breese,Sean Strickland,Sean Strickland,0,153,62,153,62,3,0,0,0,0,211,77,207,73,2,0,0,0,11,18,Decision,3,3,5:00,0,1
Tom Breese,Cathal Pendred,Tom Breese,1,36,24,35,23,0,0,0,0,0,28,8,24,5,1,0,0,0,3,29,KO/TKO,3,1,4:37,1,0
Tom Breese,Luiz Dutra,Tom Breese,1,42,26,42,26,2,0,0,0,0,52,28,43,21,2,0,0,0,58,45,KO/TKO,3,1,4:58,1,0
Tom Breese,Daniel Kelly,Tom Breese,1,44,23,44,23,0,0,0,0,0,28,6,28,6,0,0,0,0,1,0,KO/TKO,3,1,3:33,1,0
Tom Breese,Keita Nakamura,Tom Breese,0,121,88,59,32,0,0,1,1,0,27,16,16,6,6,3,1,1,386,239,Decision,3,3,5:00,1,0
Tom DeBlass,Riki Fukuda,Riki Fukuda,0,144,67,120,44,0,0,0,0,0,325,229,164,85,5,3,0,0,0,418,Decision,3,3,5:00,0,1
Tom DeBlass,Cyrille Diabate,Cyrille Diabate,0,24,17,6,1,4,2,1,2,0,94,90,50,48,2,2,0,1,439,326,Decision,3,3,5:00,0,1
Tom Duquesnoy,Patrick Williams,Tom Duquesnoy,2,49,36,49,36,0,0,0,0,0,80,42,73,37,4,2,0,0,14,38,KO/TKO,3,2,0:28,1,0
Tom Duquesnoy,Cody Stamann,Cody Stamann,0,145,76,98,33,1,1,0,0,0,185,81,168,66,5,4,0,0,17,169,Decision,3,3,5:00,0,1
Tom Duquesnoy,Terrion Ware,Tom Duquesnoy,0,156,70,153,67,3,0,0,0,0,295,108,267,85,6,2,0,0,5,88,Decision,3,3,5:00,1,0
Tom Egan,John Hathaway,John Hathaway,0,16,15,1,0,0,0,0,0,0,61,41,36,18,7,5,0,0,0,249,KO/TKO,3,1,4:36,0,1
Tom Gallicchio,James Krause,James Krause,0,204,57,200,53,9,1,0,0,0,201,113,188,106,0,0,0,0,60,9,Decision,3,3,5:00,0,1
Tom Lawlor,Gian Villante,Tom Lawlor,1,55,25,52,22,1,0,0,0,0,64,31,64,31,1,1,0,0,3,3,KO/TKO,3,2,0:27,1,0
Tom Lawlor,Jason MacDonald,Tom Lawlor,1,11,5,11,5,0,0,0,0,0,8,1,8,1,1,0,0,0,1,2,KO/TKO,3,1,0:50,1,0
Tom Lawlor,Chris Weidman,Chris Weidman,0,7,2,7,2,0,0,0,0,0,6,3,6,3,1,1,1,0,0,87,Submission,3,1,2:07,0,1
Tom Lawlor,Aaron Simpson,Aaron Simpson,0,136,60,128,52,6,1,2,0,0,149,74,108,36,6,2,0,0,157,268,Decision,3,3,5:00,0,1
Tom Niinimaki,Rani Yahya,Tom Niinimaki,0,64,54,27,17,6,4,0,1,0,43,24,33,15,3,2,4,1,546,210,Decision,3,3,5:00,1,0
Tom Niinimaki,Chas Skelly,Chas Skelly,0,6,3,4,1,0,0,1,0,0,12,3,11,2,1,1,1,0,56,75,Submission,3,1,2:35,0,1
Tomasz Drwal,Rousimar Palhares,Rousimar Palhares,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7,Submission,3,1,0:45,0,1
Tomasz Drwal,Thiago Silva,Thiago Silva,0,138,53,127,43,2,1,0,0,1,110,53,105,48,4,0,1,0,64,25,KO/TKO,3,2,4:23,0,1
Tomasz Drwal,Ivan Serati,Tomasz Drwal,0,24,16,22,14,1,1,0,0,0,13,4,11,3,2,0,0,0,38,0,KO/TKO,3,1,2:02,1,0
Tomasz Drwal,Drew McFedries,Tomasz Drwal,0,80,36,73,31,7,3,1,0,0,46,17,46,17,0,0,0,0,155,0,Submission,3,2,1:03,1,0
Tony DeSouza,Dustin Hazelett,Tony DeSouza,0,12,12,5,5,1,1,1,0,0,4,1,4,1,0,0,1,0,219,0,Submission,3,1,3:59,1,0
Tony DeSouza,Jutaro Nakao,Jutaro Nakao,0,49,45,5,1,0,0,0,0,1,16,16,8,8,1,0,0,0,0,252,KO/TKO,3,2,0:15,0,1
Tony DeSouza,Paul Rodriguez,Tony DeSouza,0,3,1,3,1,0,0,2,0,0,2,2,2,2,1,0,0,0,32,0,Submission,3,1,1:05,1,0
Tony Ferguson,Josh Thomson,Tony Ferguson,1,167,101,149,83,1,0,2,1,0,102,35,100,33,6,1,0,0,105,152,Decision,3,3,5:00,1,0
Tony Ferguson,Justin Gaethje,Justin Gaethje,0,296,136,296,136,0,0,0,0,0,197,143,197,143,0,0,0,0,0,0,KO/TKO,5,5,3:39,0,1
Tony Ferguson,Aaron Riley,Tony Ferguson,0,82,31,82,31,0,0,0,0,0,49,11,49,11,0,0,0,0,2,0,"TKO - Doctor's Stoppage",3,1,5:00,1,0
Tony Ferguson,Kevin Lee,Tony Ferguson,0,106,57,103,54,0,0,2,0,0,137,71,119,55,6,3,0,0,2,289,Submission,5,3,4:02,1,0
Tony Ferguson,Anthony Pettis,Tony Ferguson,0,195,115,194,114,0,0,0,0,1,104,49,99,45,0,0,0,0,4,71,KO/TKO,3,2,5:00,1,0
Tony Ferguson,Katsunori Kikuno,Tony Ferguson,1,69,40,67,38,2,1,1,0,0,46,23,44,22,0,0,0,1,37,23,KO/TKO,3,1,4:06,1,0
Tony Ferguson,Gleison Tibau,Tony Ferguson,0,45,17,38,11,1,1,2,0,0,20,2,20,2,1,0,0,0,45,0,Submission,3,1,2:37,1,0
Tony Ferguson,Charles Oliveira,Charles Oliveira,0,49,26,42,19,0,0,0,0,0,112,86,63,41,3,3,3,0,5,699,Decision,3,3,5:00,0,1
Tony Ferguson,Lando Vannata,Tony Ferguson,0,122,69,119,66,0,0,3,0,1,112,42,110,40,2,0,0,0,0,70,Submission,3,2,2:22,1,0
Tony Ferguson,Abel Trujillo,Tony Ferguson,0,76,38,55,20,1,1,1,0,1,77,16,76,15,5,2,0,0,122,122,Submission,3,2,4:19,1,0
