l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win
Alex Da Silva,Alexander Yakovlev,Alexander Yakovlev,0,23,10,19,8,3,1,0,0,0,23,18,19,14,2,1,1,0,269,133,Submission,3,2,3:10,0,1
Alex Da Silva,Brad Riddell,Brad Riddell,0,133,70,112,54,9,3,1,1,0,185,86,166,67,6,1,0,0,317,84,Decision,3,3,5:00,0,1
Alex Da Silva,Kazula Vargas,Alex Da Silva,0,130,88,39,17,4,3,0,0,0,92,59,42,20,1,0,0,1,721,18,Decision,3,3,5:00,1,0
Alex Garcia,Mike Pyle,Alex Garcia,1,34,19,29,14,2,1,0,0,0,25,6,24,5,0,0,0,0,89,0,KO/TKO,3,1,3:34,1,0
Alex Garcia,Sean Spencer,Alex Garcia,1,142,66,135,61,11,8,0,0,0,164,62,160,58,0,0,0,1,273,23,Decision,3,3,5:00,1,0
Alex Garcia,Neil Magny,Neil Magny,0,68,27,39,5,7,3,0,1,0,175,130,79,39,6,3,0,0,371,240,Decision,3,3,5:00,0,1
Alex Garcia,Ben Wall,Alex Garcia,1,15,9,15,9,0,0,0,0,0,3,1,3,1,1,0,0,0,2,0,KO/TKO,3,1,0:43,1,0
Alex Garcia,Court McGee,Court McGee,0,73,39,60,27,4,1,0,0,1,154,111,88,51,6,2,0,1,186,397,Decision,3,3,5:00,0,1
Alex Garcia,Mike Swick,Alex Garcia,0,136,55,102,24,5,5,0,0,0,124,45,94,19,0,0,0,0,362,9,Decision,3,3,5:00,1,0
Alex Garcia,Sean Strickland,Sean Strickland,0,94,41,67,23,7,3,0,0,1,206,113,173,84,2,1,0,0,209,167,KO/TKO,3,3,4:25,0,1
Alex Garcia,Ryan LaFlare,Ryan LaFlare,0,66,21,54,11,7,5,0,0,0,71,47,48,24,6,1,0,1,246,268,Decision,3,3,5:00,0,1
Alex Garcia,Tim Means,Tim Means,0,151,32,151,32,5,0,0,0,0,186,76,174,64,0,0,0,0,29,1,Decision,3,3,5:00,0,1
Alex Garcia,Muslim Salikhov,Alex Garcia,0,39,21,24,6,7,3,1,0,0,27,10,27,10,0,0,0,0,188,0,Submission,3,2,3:22,1,0
Alex Gorgees,Damir Ismagulov,Damir Ismagulov,0,43,22,31,10,0,0,0,0,0,137,103,55,34,11,5,0,0,0,586,Decision,3,3,5:00,0,1
Alex Hunter,Harry Moskowitz,Alex Hunter,0,34,20,18,11,5,1,0,1,0,36,26,22,12,1,1,4,0,0,0,Decision,1,1,2:00,1,0
Alex Karalexis,Josh Rafferty,Alex Karalexis,0,19,12,12,6,0,0,0,0,0,4,2,3,1,1,0,1,0,63,0,KO/TKO,3,1,1:40,1,0
Alex Karalexis,Jason Von Flue,Jason Von Flue,0,77,35,60,18,5,1,3,0,0,90,50,68,28,2,0,2,0,134,199,Submission,3,3,1:17,0,1
Alex Morono,Keita Nakamura,Keita Nakamura,0,124,39,123,38,0,0,0,0,0,88,29,86,27,2,2,0,0,0,45,Decision,3,3,5:00,0,1
Alex Morono,Khaos Williams,Khaos Williams,0,4,1,4,1,0,0,0,0,1,17,10,17,10,1,0,0,0,0,5,KO/TKO,3,1,0:27,0,1
Alex Morono,David Zawada,Alex Morono,0,219,96,213,90,0,0,0,0,0,210,91,205,86,2,1,0,0,66,39,Decision,3,3,5:00,1,0
Alex Morono,Kyle Noke,Alex Morono,0,166,81,125,43,0,0,1,0,0,155,79,134,59,3,1,0,0,66,190,Decision,3,3,5:00,1,0
Alex Morono,Matthew Semelsberger,Alex Morono,0,209,119,194,106,4,0,0,0,1,241,86,229,74,1,1,0,0,24,158,Decision,3,3,5:00,1,0
Alex Morono,Santiago Ponzinibbio,Santiago Ponzinibbio,1,131,38,131,38,0,0,0,0,1,155,66,155,66,1,0,0,0,8,1,KO/TKO,3,3,2:29,0,1
Alex Morono,Zak Ottow,Alex Morono,0,55,25,55,25,0,0,1,1,0,31,10,31,10,1,1,0,0,31,6,KO/TKO,3,1,3:34,1,0
Alex Morono,Anthony Pettis,Anthony Pettis,0,102,50,78,31,5,1,0,0,0,115,80,80,50,1,0,0,1,150,272,Decision,3,3,5:00,0,1
Alex Oliveira,Peter Sobotta,Alex Oliveira,1,96,48,93,45,0,0,0,0,0,68,30,67,29,3,0,0,0,26,47,Decision,3,3,5:00,1,0
Alex Oliveira,Shavkat Rakhmonov,Shavkat Rakhmonov,0,26,16,18,9,2,0,0,0,0,44,32,25,13,2,0,1,0,124,44,Submission,3,1,4:40,0,1
Alex Oliveira,Niko Price,Niko Price,0,131,83,112,65,2,1,0,0,0,167,108,116,64,3,1,0,0,194,290,Decision,3,3,5:00,0,1
Alex Oliveira,Mike Perry,Mike Perry,0,139,50,137,48,1,0,0,0,0,120,75,110,65,1,0,0,0,78,130,Decision,3,3,5:00,0,1
Alex Oliveira,Carlo Pedersoli Jr.,Alex Oliveira,0,13,10,10,7,0,0,0,0,0,4,2,4,2,0,0,0,0,5,0,KO/TKO,3,1,0:39,1,0
Alex Pereira,Sean Strickland,Alex Pereira,1,40,25,40,25,0,0,0,0,0,29,15,29,15,0,0,0,0,3,0,KO/TKO,3,1,2:36,1,0
Alex Pereira,Bruno Silva,Alex Pereira,0,239,165,179,108,0,0,0,0,0,160,72,147,59,8,2,0,0,77,195,Decision,3,3,5:00,1,0
Alex Perez,Eric Shelton,Alex Perez,0,123,67,82,29,9,5,0,0,0,140,72,109,41,2,0,0,0,418,2,Decision,3,3,5:00,1,0
Alex Perez,Jose Torres,Alex Perez,1,166,88,162,84,3,0,0,0,0,77,30,76,29,0,0,0,0,3,0,KO/TKO,3,1,3:46,1,0
Alex Schoenauer,Mike Swick,Mike Swick,0,4,1,4,1,0,0,0,0,1,13,7,13,7,0,0,0,0,0,0,KO/TKO,3,1,0:20,0,1
Alexa Grasso,Karolina Kowalkiewicz,Alexa Grasso,0,384,163,369,148,0,0,1,0,0,234,92,232,90,0,0,0,0,7,34,Decision,3,3,5:00,1,0
Alexa Grasso,Felice Herrig,Felice Herrig,0,215,88,206,80,0,0,1,0,0,252,66,246,60,4,2,0,0,14,37,Decision,3,3,5:00,0,1
Alexa Grasso,Valentina Shevchenko,Alexa Grasso,0,308,182,181,59,2,0,1,0,0,228,167,145,87,6,4,0,0,82,324,Submission,5,4,4:34,1,0
Alexa Grasso,Joanne Wood,Alexa Grasso,0,65,50,28,16,2,2,1,0,0,76,61,49,34,0,0,0,0,135,0,Submission,3,1,3:57,1,0
Alexa Grasso,Tatiana Suarez,Tatiana Suarez,0,23,21,8,6,0,0,0,0,0,11,4,9,2,3,2,1,0,0,101,Submission,3,1,2:44,0,1
Alexa Grasso,Randa Markos,Alexa Grasso,0,224,121,157,64,0,0,0,1,0,141,71,113,45,11,4,0,1,130,239,Decision,3,3,5:00,1,0
Alexa Grasso,Ji Yeon Kim,Alexa Grasso,0,220,123,182,88,2,1,0,0,0,206,85,188,68,0,0,0,0,127,46,Decision,3,3,5:00,1,0
Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,1,26,14,21,10,0,0,0,0,0,11,7,8,5,0,0,0,0,4,0,KO/TKO,3,1,2:13,1,0
Alexander Gustafsson,Fabricio Werdum,Fabricio Werdum,0,22,14,19,11,0,0,0,0,0,5,4,5,4,2,1,1,0,12,66,Submission,3,1,2:30,0,1
Alexander Gustafsson,Jon Jones,Jon Jones,0,294,114,288,110,8,1,0,0,0,220,137,217,134,11,1,0,0,19,59,Decision,5,5,5:00,0,1
Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,1,23,6,23,6,0,0,0,0,0,17,6,17,6,0,0,0,0,5,0,KO/TKO,3,1,0:41,1,0
Alexander Gustafsson,Jimi Manuwa,Alexander Gustafsson,1,63,40,43,21,2,1,0,0,0,25,15,23,13,0,0,0,0,203,0,KO/TKO,5,2,1:18,1,0
Alexander Gustafsson,Matt Hamill,Alexander Gustafsson,1,104,41,98,37,0,0,0,0,0,35,13,34,13,6,0,0,0,22,0,KO/TKO,3,2,3:34,1,0
Alexander Gustafsson,Mauricio Rua,Alexander Gustafsson,0,215,128,156,72,12,6,0,0,0,105,51,95,41,3,1,1,0,232,88,Decision,3,3,5:00,1,0
Alexander Gustafsson,Jon Jones,Jon Jones,0,85,24,83,22,0,0,0,0,0,106,63,102,59,5,1,0,0,0,89,KO/TKO,5,3,2:02,0,1
Alexander Gustafsson,Glover Teixeira,Alexander Gustafsson,2,239,108,228,97,3,1,0,0,0,155,62,134,42,5,1,0,0,169,34,KO/TKO,5,5,1:07,1,0
Alexander Gustafsson,Nikita Krylov,Nikita Krylov,0,9,5,8,5,0,0,0,0,2,45,26,44,26,0,0,0,0,7,9,KO/TKO,3,1,1:07,0,1
Alexander Gustafsson,Anthony Johnson,Anthony Johnson,0,20,10,20,10,0,0,0,0,1,56,38,47,30,0,0,0,0,0,32,KO/TKO,5,1,2:15,0,1
Alexander Gustafsson,Anthony Smith,Anthony Smith,0,152,73,151,72,3,1,0,0,0,107,51,104,49,1,0,1,0,39,84,Submission,5,4,2:38,0,1
Alexander Gustafsson,James Te Huna,Alexander Gustafsson,0,22,17,9,4,2,1,2,0,0,34,34,6,6,4,1,0,0,57,175,Submission,3,1,4:27,1,0
Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,1,287,78,283,76,1,1,0,0,0,108,38,108,38,0,0,0,0,39,0,Decision,3,3,5:00,1,0
Alexander Hernandez,Thiago Moises,Thiago Moises,0,205,50,205,50,0,0,0,0,0,183,53,183,53,1,0,0,0,0,0,Decision,3,3,5:00,0,1
Alexander Hernandez,Jim Miller,Alexander Hernandez,0,238,111,234,108,1,0,0,1,0,186,68,185,67,1,0,1,0,23,40,Decision,3,3,5:00,1,0
Alexander Hernandez,Billy Quarantillo,Billy Quarantillo,0,105,59,94,48,6,2,1,0,0,194,127,151,87,4,2,0,0,248,80,KO/TKO,3,2,4:30,0,1
Alexander Hernandez,Renato Moicano,Renato Moicano,0,81,39,79,37,1,0,0,0,0,65,38,60,33,6,2,1,0,5,103,Submission,3,2,1:23,0,1
Alexander Hernandez,Francisco Trinaldo,Alexander Hernandez,0,92,26,91,25,1,0,0,0,0,55,28,52,25,0,0,0,0,20,0,Decision,3,3,5:00,1,0
Alexander Munoz,Luis Pena,Luis Pena,0,172,82,169,80,9,4,0,0,0,195,90,195,90,0,0,0,0,141,3,Decision,3,3,5:00,0,1
Alexander Volkanovski,Shane Young,Alexander Volkanovski,0,128,79,114,68,14,5,0,0,0,83,20,81,18,1,1,0,0,502,16,Decision,3,3,5:00,1,0
Alexander Volkov,Fabricio Werdum,Alexander Volkov,1,144,96,90,48,2,2,0,0,0,130,83,88,48,9,3,0,2,106,399,KO/TKO,5,4,1:38,1,0
Alexandr Romanov,Jared Vanderaa,Alexandr Romanov,0,103,78,78,56,7,5,0,0,0,31,19,23,13,0,0,0,0,391,0,KO/TKO,3,2,4:43,1,0
Alexandr Romanov,Alexander Volkov,Alexander Volkov,0,1,0,1,0,5,0,0,0,0,35,27,15,12,0,0,0,0,38,63,KO/TKO,3,1,2:16,0,1
Alexandr Romanov,Marcin Tybura,Marcin Tybura,0,160,95,88,40,6,2,0,1,0,135,82,98,47,0,0,0,0,302,108,Decision,3,3,5:00,0,1
Alexandr Romanov,Chase Sherman,Alexandr Romanov,0,17,11,14,8,3,3,1,0,0,0,0,0,0,0,0,0,0,118,0,Submission,3,1,2:11,1,0
Alexandre Barros,Martin Kampmann,Martin Kampmann,0,25,13,20,8,2,1,0,0,1,71,51,52,33,1,0,2,0,135,186,KO/TKO,3,2,3:09,0,1
Alexandre Dantas,Gan McGee,Gan McGee,0,4,1,4,1,7,0,1,0,0,28,13,23,9,0,0,0,0,116,83,KO/TKO,3,1,4:49,0,1
Alexandre Dantas,Yuki Kondo,Yuki Kondo,0,55,24,43,14,8,2,0,1,1,85,61,54,33,0,0,0,2,387,258,KO/TKO,3,3,2:28,0,1
Alexandre Ferreira,Vladimir Matyushenko,Vladimir Matyushenko,0,13,9,10,6,3,0,0,0,0,48,33,33,19,2,2,0,0,0,38,KO/TKO,3,1,2:20,0,1
Alexandre Pantoja,Wilson Reis,Alexandre Pantoja,1,36,26,33,23,0,0,0,0,0,7,2,6,1,4,1,0,0,14,46,KO/TKO,3,1,2:58,1,0
Alexandre Pantoja,Neil Seery,Alexandre Pantoja,1,239,131,227,119,1,1,1,0,0,192,90,183,82,2,0,0,0,268,4,Submission,3,3,2:31,1,0
Alexandre Pantoja,Alex Perez,Alexandre Pantoja,0,12,8,12,8,1,1,1,0,0,14,10,14,10,1,0,0,0,66,0,Submission,3,1,1:31,1,0
Alexandre Pantoja,Yuta Sasaki,Alexandre Pantoja,0,10,7,7,4,1,0,2,1,0,12,8,11,7,0,0,0,0,38,84,Submission,3,1,2:18,1,0
Alexandre Pantoja,Matt Schnell,Alexandre Pantoja,1,64,36,62,34,1,1,0,0,0,68,35,52,20,1,0,0,0,74,0,KO/TKO,3,1,4:17,1,0
Alexandre Pantoja,Eric Shelton,Alexandre Pantoja,0,135,67,99,37,3,1,2,0,0,107,44,93,32,12,4,0,0,230,171,Decision,3,3,5:00,1,0
Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,0,41,23,40,22,6,3,2,0,0,79,27,61,17,1,1,0,0,171,8,Submission,3,2,1:46,1,0
Alexis Davis,Sara McMann,Sara McMann,0,66,55,29,21,0,0,1,0,0,47,25,36,14,2,2,1,0,370,0,Submission,3,2,2:52,0,1
Alexis Davis,Ronda Rousey,Ronda Rousey,0,6,2,6,2,0,0,0,0,0,16,14,16,14,1,1,0,0,0,4,KO/TKO,5,1,0:16,0,1
Alexis Davis,Sabina Mazo,Alexis Davis,0,196,128,83,49,3,3,0,0,0,173,71,165,64,1,0,0,0,530,0,Decision,3,3,5:00,1,0
Alexis Davis,Jessica Eye,Alexis Davis,0,175,112,113,53,3,2,0,0,0,135,69,111,47,0,0,0,0,292,69,Decision,3,3,5:00,1,0
Alexis Davis,Julija Stoliarenko,Alexis Davis,0,218,171,120,85,1,1,0,0,0,154,93,113,56,0,0,3,0,549,0,Decision,3,3,5:00,1,0
Alexis Davis,Jennifer Maia,Jennifer Maia,0,174,107,122,72,2,1,0,0,0,142,70,128,60,0,0,0,0,315,78,Decision,3,3,5:00,0,1
Alexis Davis,Rosi Sexton,Alexis Davis,0,223,161,73,44,3,0,3,2,0,158,115,61,34,2,1,0,1,405,363,Decision,3,3,5:00,1,0
Alexis Davis,Pannie Kianzad,Pannie Kianzad,0,268,147,251,132,1,1,0,0,0,249,124,249,124,0,0,0,0,6,5,Decision,3,3,5:00,0,1
Alexis Davis,Sarah Kaufman,Alexis Davis,0,106,40,99,34,3,1,1,0,0,141,76,130,65,0,0,0,0,51,87,Submission,3,2,3:07,1,0
Alexis Dufresne,Sarah Moras,Sarah Moras,0,86,65,28,12,3,3,0,1,0,149,123,34,15,2,1,0,1,653,154,Decision,3,3,5:00,0,1
Alexis Dufresne,Marion Reneau,Marion Reneau,0,122,33,116,28,3,0,0,0,0,222,86,221,85,0,0,0,0,14,16,Decision,3,3,5:00,0,1
Ali AlQaisi,Irwin Rivera,Irwin Rivera,0,118,54,105,44,9,2,1,0,0,82,45,73,36,5,2,0,0,115,62,Decision,3,3,5:00,0,1
Ali AlQaisi,Tony Kelley,Tony Kelley,0,103,58,67,29,15,5,1,0,0,109,61,62,23,0,0,4,0,360,116,Decision,3,3,5:00,0,1
Ali Bagautinov,Demetrious Johnson,Demetrious Johnson,0,158,66,122,36,12,2,0,0,0,248,164,215,133,4,0,0,0,491,86,Decision,5,5,5:00,0,1
Ali Bagautinov,Tim Elliott,Ali Bagautinov,0,150,43,150,43,4,1,0,0,0,188,72,158,48,4,2,1,0,34,66,Decision,3,3,5:00,1,0
Ali Bagautinov,Kyoji Horiguchi,Kyoji Horiguchi,0,97,48,84,36,6,2,0,0,0,161,115,92,55,9,4,0,0,169,272,Decision,3,3,5:00,0,1
Ali Bagautinov,Geane Herrera,Ali Bagautinov,0,167,128,124,90,8,5,0,1,0,52,40,25,13,2,1,2,0,507,56,Decision,3,3,5:00,1,0
Ali Bagautinov,Marcos Vinicius,Ali Bagautinov,2,78,46,68,38,5,3,1,0,0,68,45,47,27,0,0,0,0,246,161,KO/TKO,3,3,3:28,1,0
Ali Bagautinov,Joseph Benavidez,Joseph Benavidez,0,121,31,121,31,5,0,0,0,0,146,48,146,48,1,0,0,0,19,0,Decision,3,3,5:00,0,1
Ali Bagautinov,John Lineker,Ali Bagautinov,0,133,86,92,49,12,6,1,0,0,81,52,54,27,0,0,2,0,441,21,Decision,3,3,5:00,1,0
Aliaskhab Khizriev,Denis Tiuliulin,Aliaskhab Khizriev,0,79,54,67,42,3,2,1,0,0,94,43,82,31,1,0,0,0,166,2,Submission,3,2,1:58,1,0
Alistair Overeem,Augusto Sakai,Alistair Overeem,0,131,106,114,92,3,3,0,0,0,196,120,173,99,0,0,0,0,329,142,KO/TKO,5,5,0:26,1,0
Alistair Overeem,Alexander Volkov,Alexander Volkov,0,20,10,20,10,1,0,0,0,1,88,54,88,54,0,0,0,0,15,11,KO/TKO,5,2,2:06,0,1
Alistair Overeem,Sergei Pavlovich,Alistair Overeem,0,31,26,26,22,2,1,0,0,0,37,18,32,13,2,0,0,0,116,12,KO/TKO,3,1,4:21,1,0
Alistair Overeem,Fabricio Werdum,Alistair Overeem,0,46,29,38,21,0,0,0,0,1,176,107,115,49,3,1,0,0,80,158,Decision,3,3,5:00,1,0
Alistair Overeem,Stefan Struve,Alistair Overeem,0,32,24,25,17,2,1,0,0,0,7,4,5,2,0,0,0,0,160,0,KO/TKO,3,1,4:13,1,0
Alistair Overeem,Ben Rothwell,Ben Rothwell,0,21,20,21,20,1,0,0,0,1,32,22,27,17,0,0,0,0,2,13,KO/TKO,3,1,2:19,0,1
Alistair Overeem,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0,135,101,105,74,10,2,0,0,1,229,109,209,89,0,0,0,0,501,6,KO/TKO,5,5,4:56,0,1
Alistair Overeem,Antonio Silva,Antonio Silva,0,95,73,71,51,1,1,0,0,1,74,42,48,21,1,0,0,0,384,0,KO/TKO,3,3,0:25,0,1
Aljamain Sterling,Petr Yan,Aljamain Sterling,0,143,91,110,62,22,2,0,0,0,186,139,103,63,0,0,0,0,511,352,Decision,5,5,5:00,1,0
Aljamain Sterling,Hugo Viana,Aljamain Sterling,0,132,94,98,62,4,4,0,0,0,54,22,46,15,0,0,0,0,514,0,KO/TKO,3,3,3:50,1,0
Aljamain Sterling,Petr Yan,Aljamain Sterling,0,260,119,230,97,17,1,0,1,1,157,103,137,86,7,7,0,0,205,252,DQ,5,4,4:29,1,0
Allan Goes,Dan Henderson,Dan Henderson,1,56,43,49,36,0,0,0,0,1,77,53,54,31,1,1,1,0,0,0,Decision,1,2,3:00,0,1
Allan Nascimento,Tagir Ulanbekov,Tagir Ulanbekov,0,86,74,37,25,1,0,2,0,0,87,62,40,18,5,4,1,1,16,724,Decision,3,3,5:00,0,1
Allen Berube,Leonard Garcia,Leonard Garcia,0,28,26,5,4,2,2,1,0,0,15,11,6,4,0,0,1,2,160,77,Submission,3,1,4:22,0,1
Allen Crowder,Justin Willis,Justin Willis,0,41,17,38,15,0,0,0,0,1,47,25,44,22,0,0,0,0,0,2,KO/TKO,3,1,2:33,0,1
Allen Crowder,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0,1,0,1,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,2,KO/TKO,3,1,0:09,0,1
Allen Crowder,Greg Hardy,Allen Crowder,0,34,16,30,12,3,1,1,0,0,70,35,64,29,0,0,0,0,142,76,DQ,3,2,2:28,1,0
Alonzo Menifield,Ovince Saint Preux,Ovince Saint Preux,0,43,21,40,19,2,0,0,0,1,80,33,80,33,0,0,0,0,36,3,KO/TKO,3,2,4:07,0,1
Alonzo Menifield,Askar Mozharov,Alonzo Menifield,0,59,55,22,19,3,2,0,0,0,20,11,11,2,0,0,0,0,259,0,KO/TKO,3,1,4:40,1,0
Alonzo Menifield,Vinicius Moreira,Alonzo Menifield,1,62,35,60,33,0,0,0,0,0,22,12,21,11,4,0,0,0,29,80,KO/TKO,3,1,3:56,1,0
Alptekin Ozkilic,Louis Smolka,Louis Smolka,0,196,63,193,60,14,9,0,0,0,249,96,245,92,1,0,1,1,215,101,Decision,3,3,5:00,0,1
Alptekin Ozkilic,Darren Uyenoyama,Alptekin Ozkilic,0,141,44,116,27,3,3,0,0,0,92,50,71,33,10,2,0,0,382,72,Decision,3,3,5:00,1,0
Alvaro Herrera Mendoza,Devin Powell,Devin Powell,0,23,7,23,7,0,0,0,0,1,26,12,26,12,1,0,0,0,10,11,KO/TKO,3,1,1:52,0,1
Alvaro Herrera Mendoza,Vicente Luque,Vicente Luque,0,27,13,26,12,0,0,0,0,0,87,51,54,25,5,4,1,0,0,332,Submission,3,2,3:52,0,1
Alvaro Herrera Mendoza,Jordan Rinaldi,Jordan Rinaldi,0,7,2,7,2,0,0,1,0,0,13,7,12,6,0,0,1,0,0,23,Submission,3,1,2:01,0,1
Alvaro Herrera Mendoza,Vernon Ramos Ho,Alvaro Herrera Mendoza,1,9,4,9,4,0,0,0,0,0,8,2,8,2,0,0,0,0,1,0,KO/TKO,3,1,0:30,1,0
Amanda Cooper,Ashley Yoder,Ashley Yoder,0,121,67,105,51,6,2,2,0,0,113,59,90,38,2,1,3,1,329,201,Decision,3,3,5:00,0,1
Amanda Cooper,Angela Magana,Amanda Cooper,0,184,131,60,40,3,1,1,0,0,38,17,31,12,1,0,0,0,480,0,KO/TKO,3,2,4:34,1,0
Amanda Cooper,Anna Elmose,Amanda Cooper,0,213,103,172,69,3,2,1,0,1,139,73,129,63,0,0,0,0,183,134,Decision,3,3,5:00,1,0
Amanda Cooper,Tatiana Suarez,Tatiana Suarez,0,7,4,4,1,0,0,2,1,0,43,38,19,16,3,3,1,0,26,178,Submission,3,1,3:43,0,1
Amanda Cooper,Mackenzie Dern,Mackenzie Dern,0,25,6,25,6,0,0,0,0,1,33,16,32,15,0,0,1,0,0,9,Submission,3,1,2:27,0,1
Amanda Lemos,Zhang Weili,Zhang Weili,0,68,29,63,24,0,0,2,0,1,358,296,217,163,7,6,0,0,34,967,Decision,5,5,5:00,0,1
Amanda Lemos,Marina Rodriguez,Amanda Lemos,0,67,43,53,29,2,1,1,0,0,78,44,52,19,0,0,0,0,186,15,KO/TKO,5,3,0:54,1,0
Amanda Lemos,Leslie Smith,Leslie Smith,0,108,70,106,68,1,1,0,0,0,207,114,192,101,0,0,0,0,34,88,KO/TKO,3,2,2:53,0,1
Amanda Lemos,Michelle Waterson-Gomez,Amanda Lemos,0,35,20,35,20,0,0,1,1,0,62,35,56,29,2,1,0,0,5,68,Submission,3,2,1:48,1,0
Amanda Lemos,Livinha Souza,Amanda Lemos,2,47,30,46,29,0,0,0,0,0,7,1,7,1,0,0,0,0,73,0,KO/TKO,3,1,3:39,1,0
Amanda Nunes,Felicia Spencer,Amanda Nunes,0,222,132,214,124,7,6,1,0,0,161,70,130,42,7,0,0,0,481,9,Decision,5,5,5:00,1,0
Amanda Nunes,Ronda Rousey,Amanda Nunes,0,47,27,47,27,0,0,0,0,0,14,7,14,7,0,0,0,0,0,0,KO/TKO,5,1,0:48,1,0
Amanda Nunes,Julianna Pena,Amanda Nunes,3,201,126,152,85,8,6,1,0,0,239,130,154,60,0,0,1,0,709,0,Decision,5,5,5:00,1,0
Amanda Nunes,Cat Zingano,Cat Zingano,0,54,36,37,22,2,1,0,0,0,116,93,60,40,3,3,3,0,188,417,KO/TKO,3,3,1:21,0,1
Amanda Nunes,Valentina Shevchenko,Amanda Nunes,0,112,66,81,39,6,2,2,0,0,99,56,67,28,1,1,0,1,279,79,Decision,3,3,5:00,1,0
Amanda Nunes,Miesha Tate,Amanda Nunes,0,63,40,63,40,0,0,1,0,0,15,3,15,3,5,0,0,0,27,0,Submission,5,1,3:16,1,0
Amanda Nunes,Valentina Shevchenko,Amanda Nunes,0,180,90,176,86,8,2,0,0,0,209,85,194,72,1,0,0,0,152,0,Decision,5,5,5:00,1,0
Amanda Nunes,Raquel Pennington,Amanda Nunes,0,288,152,254,124,4,3,0,0,0,186,79,169,64,8,1,0,0,269,133,KO/TKO,5,5,2:36,1,0
Amanda Nunes,Julianna Pena,Julianna Pena,0,112,58,99,46,1,1,0,0,0,147,90,135,79,1,1,1,0,215,25,Submission,5,2,3:26,0,1
Amanda Ribas,Paige VanZant,Amanda Ribas,0,15,13,7,6,1,1,1,0,0,6,4,5,3,0,0,0,0,68,32,Submission,3,1,2:21,1,0
Amanda Ribas,Emily Whitmire,Amanda Ribas,0,92,67,41,21,5,2,2,0,0,37,18,25,7,0,0,0,1,272,94,Submission,3,2,2:10,1,0
Amanda Ribas,Marina Rodriguez,Marina Rodriguez,0,57,35,23,7,1,1,0,0,1,52,26,36,15,0,0,0,0,219,7,KO/TKO,3,2,0:54,0,1
Amaury Bitetti,Don Frye,Don Frye,0,30,24,5,2,6,0,0,0,0,98,82,59,46,1,1,0,0,0,0,KO/TKO,1,1,9:30,0,1
Amilcar Alves,Mike Pierce,Mike Pierce,0,20,12,10,4,0,0,0,0,0,110,87,47,31,6,4,2,0,0,719,Submission,3,3,3:11,0,1
Amilcar Alves,Charlie Brenneman,Charlie Brenneman,0,40,25,20,10,1,0,0,0,0,143,114,35,26,9,3,0,0,0,737,Decision,3,3,5:00,0,1
Amir Albazi,Malcolm Gordon,Amir Albazi,0,46,28,28,12,1,1,1,0,0,18,5,16,3,0,0,0,1,141,22,Submission,3,1,4:42,1,0
Amir Albazi,Alessandro Costa,Amir Albazi,2,110,62,81,37,4,1,0,0,0,107,38,71,17,0,0,0,0,354,0,KO/TKO,3,3,2:13,1,0
Amir Albazi,Kai Kara-France,Amir Albazi,0,173,64,145,43,9,1,1,0,0,323,133,283,99,2,2,0,0,370,58,Decision,5,5,5:00,1,0
Amir Albazi,Francisco Figueiredo,Amir Albazi,0,29,23,18,12,4,2,1,0,0,18,14,15,11,0,0,0,0,156,0,Submission,3,1,4:34,1,0
Amir Albazi,Zhalgas Zhumagulov,Amir Albazi,0,200,94,169,68,3,2,0,0,0,150,74,132,59,3,1,0,0,218,27,Decision,3,3,5:00,1,0
Amir Sadollah,Peter Sobotta,Amir Sadollah,0,223,104,209,90,0,0,0,0,0,127,35,126,34,5,0,0,0,47,204,Decision,3,3,5:00,1,0
Anderson Dos Santos,Miles Johns,Miles Johns,0,165,33,164,32,5,0,0,0,1,118,80,118,80,0,0,0,0,9,0,KO/TKO,3,3,1:16,0,1
Anderson Dos Santos,Nad Narimani,Nad Narimani,0,174,50,170,46,1,0,1,0,0,220,111,186,84,5,1,0,0,18,280,Decision,3,3,5:00,0,1
Anderson Dos Santos,Andre Ewell,Andre Ewell,0,163,63,132,35,9,2,0,0,0,174,74,173,73,0,0,0,0,232,2,Decision,3,3,5:00,0,1
Anderson Silva,Chael Sonnen,Anderson Silva,0,95,64,57,29,1,1,3,0,0,434,320,168,89,7,3,1,1,29,1193,Submission,5,5,3:10,1,0
Anderson Silva,Chris Weidman,Chris Weidman,0,45,32,15,8,0,0,0,0,1,60,34,44,20,1,1,1,0,0,262,KO/TKO,5,2,1:16,0,1
