l_FullName,r_FullName,w_FullName,FightDate,l_win,r_win,l_seniority,r_seniority,l_w/l_ratio,r_w/l_ratio,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_WinStreak,r_WinStreak,l_TKOReceived,r_TKOReceived,l_WinStreak_dif,r_WinStreak_dif,l_TKOReceived_dif,r_TKOReceived_dif,l_rust_ring,r_rust_ring,l_rustRing_dif,r_rustRing_dif
Andrei Arlovski,Tim Sylvia,Andrei Arlovski,2005-02-05,1,0,-2,2,1.545455,3.1,-12.7,12.7,-25,25,-7.619995,7.619995,8,0,56,41,15,-15,-1.55454540252686,1.55454540252686,3,0,2,0,3,-3,2,-2,309,231,78,-78
Assuerio Silva,Tim Sylvia,Tim Sylvia,2006-01-16,0,1,2,-2,2,3.1,-25.39999,25.39999,-24,24,-23.2,23.2,68,197,24,41,-17,17,-1.09999990463257,1.09999990463257,0,0,0,0,0,0,0,0,0,345,-345,345
Andrei Arlovski,Tim Sylvia,Tim Sylvia,2006-04-15,0,1,-3,3,1.545455,3.1,-12.7,12.7,-25,25,-7.619995,7.619995,7,4,56,41,15,-15,-1.55454540252686,1.55454540252686,6,1,2,0,5,-5,2,-2,190,89,101,-101
Andrei Arlovski,Tim Sylvia,Tim Sylvia,2006-07-08,0,1,-3,3,1.545455,3.1,-12.7,12.7,-25,25,-7.619995,7.619995,0,45,56,41,15,-15,-1.55454540252686,1.55454540252686,0,2,3,0,-2,2,3,-3,84,84,0,0
Jeff Monson,Tim Sylvia,Tim Sylvia,2006-11-18,0,1,5,-5,2.307692,3.1,-27.94,27.94,-18,18,-15.23999,15.23999,309,344,86,41,45,-45,-0.792307615280151,0.792307615280151,1,3,1,0,-2,2,1,-1,133,133,0,0
Randy Couture,Tim Sylvia,Randy Couture,2007-03-03,1,0,13,-13,1.727273,3.1,-17.78,17.78,-60,60,-12.7,12.7,951,45,30,41,-11,11,-1.37272715568542,1.37272715568542,0,4,3,0,-4,4,3,-3,392,105,287,-287
Antonio Rodrigo Nogueira,Tim Sylvia,Antonio Rodrigo Nogueira,2008-02-02,1,0,0,0,3.4,3.1,-12.7,12.7,-25,25,-7.619995,7.619995,31,120,44,41,3,-3,0.300000190734863,-0.300000190734863,0,0,0,0,0,0,0,0,0,336,-336,336
Oskar Piechota,Tim Williams,Oskar Piechota,2018-02-18,1,0,-3,3,3.666667,3,-5.080002,5.080002,0,0,0,0,4,0,14,20,-6,6,0.666666746139526,-0.666666746139526,1,0,0,0,1,-1,0,0,120,0,120,-120
Eryk Anders,Tim Williams,Eryk Anders,2018-08-25,1,0,-1,1,1.875,3,-2.540009,2.540009,0,0,-2.539993,2.539993,71,91,23,20,3,-3,-1.125,1.125,0,0,0,1,0,0,-1,1,203,188,15,-15
Shamil Abdurakhimov,Timothy Johnson,Timothy Johnson,2015-04-04,0,1,3,-3,2.5,3,0,0,-30,30,-2.540009,2.540009,31,57,28,16,12,-12,-0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Junior Albini,Timothy Johnson,Junior Albini,2017-07-22,1,0,-6,6,2.333333,3,0,0,-1,1,-7.619995,7.619995,1,81,20,16,4,-4,-0.666666746139526,0.666666746139526,0,1,0,0,-1,1,0,0,0,840,-840,840
Marcelo Golm,Timothy Johnson,Timothy Johnson,2018-02-03,0,1,-7,7,2,3,0,0,-16,16,-5.080002,5.080002,64,348,9,16,-7,7,-1,1,0,0,0,1,0,0,-1,1,0,196,-196,196
Martin Day,Timur Valiev,Timur Valiev,2021-02-06,0,1,1,-1,1.333333,6,10.16,-10.16,10,-10,15.24001,-15.24001,15,679,14,21,-7,7,-4.66666662693024,4.66666662693024,0,0,1,0,0,0,1,-1,70,0,70,-70
Raoni Barcelos,Timur Valiev,Timur Valiev,2021-06-26,0,1,3,-3,3.4,6,2.539993,-2.539993,0,0,0,0,83,42,22,21,1,-1,-2.59999990463257,2.59999990463257,5,1,0,0,4,-4,0,0,231,140,91,-91
Jack Shore,Timur Valiev,Jack Shore,2022-03-19,1,0,-5,5,17,6,5.080002,-5.080002,0,0,10.16,-10.16,282,123,18,21,-3,3,11,-11,0,2,0,0,-2,2,0,0,0,266,-266,266
Claudia Gadelha,Tina Lahdemaki,Claudia Gadelha,2014-07-16,1,0,-1,1,3.6,5,5.080002,-5.080002,0,0,2.000427e-02,-2.000427e-02,435,0,23,6,17,-17,-1.40000009536743,1.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0
Guy Mezger,Tito Ortiz,Guy Mezger,1997-05-30,1,0,7,-7,2.142857,1.583333,-5.080002,5.080002,-5,5,3.039993,-3.039993,0,0,44,31,13,-13,0.559523701667786,-0.559523701667786,0,0,0,0,0,0,0,0,0,0,0,0
Wes Albritton,Tito Ortiz,Tito Ortiz,1997-05-30,0,1,,,0,1.583333,-12.7,12.7,-17,17,2.039993,-2.039993,0,0,1,31,-30,30,-1.58333337306976,1.58333337306976,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Bohlander,Tito Ortiz,Tito Ortiz,1999-01-08,0,1,1,-1,2.75,1.583333,-10.16,10.16,-6,6,-4.960007,4.960007,0,0,15,31,-16,16,1.16666662693024,-1.16666662693024,4,1,1,0,3,-3,1,-1,301,588,-287,287
Guy Mezger,Tito Ortiz,Tito Ortiz,1999-03-05,0,1,7,-7,2.142857,1.583333,-5.080002,5.080002,-5,5,3.039993,-3.039993,0,0,44,31,13,-13,0.559523701667786,-0.559523701667786,1,2,0,0,-1,1,0,0,644,56,588,-588
Yuki Kondo,Tito Ortiz,Tito Ortiz,2000-12-16,0,1,0,0,1.818182,1.583333,-10.16,10.16,-22,22,-5.960007,5.960007,1,95,93,31,62,-62,0.234848499298096,-0.234848499298096,0,3,0,0,-3,3,0,0,0,652,-652,652
Vladimir Matyushenko,Tito Ortiz,Tito Ortiz,2001-09-28,0,1,4,-4,3.375,1.583333,-7.619995,7.619995,0,0,0,0,70,1294,35,31,4,-4,1.79166662693024,-1.79166662693024,0,4,0,0,-4,4,0,0,0,286,-286,286
Randy Couture,Tito Ortiz,Randy Couture,2003-09-26,1,0,12,-12,1.727273,1.583333,-5.080002,5.080002,0,0,2.539993,-2.539993,1273,129,30,31,-1,1,0.14393937587738,-0.14393937587738,1,5,1,0,-4,4,1,-1,112,728,-616,616
Chuck Liddell,Tito Ortiz,Chuck Liddell,2004-04-02,1,0,5,-5,2.625,1.583333,-2.539993,2.539993,0,0,5.079987,-5.079987,1,0,29,31,-2,2,1.04166662693024,-1.04166662693024,4,0,0,0,4,-4,0,0,497,189,308,-308
Patrick Cote,Tito Ortiz,Tito Ortiz,2004-10-22,0,1,-5,5,2.090909,1.583333,-10.16,10.16,-35,35,2.539993,-2.539993,0,761,34,31,3,-3,0.507575631141663,-0.507575631141663,0,0,0,1,0,0,-1,1,0,203,-203,203
Vitor Belfort,Tito Ortiz,Tito Ortiz,2005-02-05,0,1,-3,3,1.857143,1.583333,-7.619995,7.619995,-20,20,0,0,186,563,40,31,9,-9,0.273809432983398,-0.273809432983398,0,1,2,1,-1,1,1,-1,168,106,62,-62
Forrest Griffin,Tito Ortiz,Tito Ortiz,2006-04-15,0,1,-4,4,2.714286,1.583333,0,0,0,0,7.619995,-7.619995,14,301,26,31,-5,5,1.13095223903656,-1.13095223903656,2,2,0,1,0,0,-1,1,190,434,-244,244
Chuck Liddell,Tito Ortiz,Chuck Liddell,2006-12-30,1,0,6,-6,2.625,1.583333,-2.539993,2.539993,0,0,5.079987,-5.079987,73,19,29,31,-2,2,1.04166662693024,-1.04166662693024,7,3,0,1,4,-4,-1,1,126,259,-133,133
Lyoto Machida,Tito Ortiz,Lyoto Machida,2008-05-24,1,0,-4,4,3,1.583333,-5.080002,5.080002,-20,20,0,0,175,19,32,31,1,-1,1.41666662693024,-1.41666662693024,2,0,0,2,2,-2,-2,2,147,511,-364,364
Forrest Griffin,Tito Ortiz,Forrest Griffin,2009-11-21,1,0,-4,4,2.714286,1.583333,0,0,0,0,7.619995,-7.619995,71,249,26,31,-5,5,1.13095223903656,-1.13095223903656,0,0,2,2,0,0,0,0,105,546,-441,441
Matt Hamill,Tito Ortiz,Matt Hamill,2010-10-23,1,0,-1,1,1.5,1.583333,-5.080002,5.080002,0,0,5.079987,-5.079987,232,0,20,31,-11,11,-8.33333730697632e-02,8.33333730697632e-02,5,0,0,2,5,-5,-2,2,126,336,-210,210
Ryan Bader,Tito Ortiz,Tito Ortiz,2011-07-02,0,1,-8,8,4.6,1.583333,-2.539993,2.539993,0,0,0,0,9,6,28,31,-3,3,3.01666653156281,-3.01666653156281,0,0,0,2,0,0,-2,2,147,252,-105,105
Rashad Evans,Tito Ortiz,Rashad Evans,2011-08-06,1,0,-5,5,2.375,1.583333,-7.619995,7.619995,0,0,2.539993,-2.539993,305,64,27,31,-4,4,0.791666626930237,-0.791666626930237,2,1,1,2,1,-1,-1,1,434,35,399,-399
Rogerio Nogueira,Tito Ortiz,Rogerio Nogueira,2011-12-10,1,0,-1,1,2.3,1.583333,-2.539993,2.539993,0,0,2.539993,-2.539993,96,56,33,31,2,-2,0.716666579246521,-0.716666579246521,0,0,0,3,0,0,-3,3,0,126,-126,126
Forrest Griffin,Tito Ortiz,Forrest Griffin,2012-07-07,1,0,-4,4,2.714286,1.583333,0,0,0,0,7.619995,-7.619995,52,164,26,31,-5,5,1.13095223903656,-1.13095223903656,0,0,3,4,0,0,-1,1,315,210,105,-105
Bill Algeo,TJ Brown,Bill Algeo,2023-04-15,1,0,1,-1,2.428571,1.7,7.62001,-7.62001,0,0,2.539993,-2.539993,102,39,24,27,-3,3,0.72857141494751,-0.72857141494751,0,0,0,0,0,0,0,0,210,0,210,-210
Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,2013-10-09,1,0,4,-4,2.8,3.6,-2.539993,2.539993,0,0,-2.539993,2.539993,19,168,38,23,15,-15,-0.799999952316284,0.799999952316284,4,0,1,0,4,-4,1,-1,123,0,123,-123
Renan Barao,TJ Dillashaw,TJ Dillashaw,2014-05-24,0,1,-1,1,3.777778,3.6,0,0,10,-10,7.62001,-7.62001,0,218,43,23,20,-20,0.177777767181396,-0.177777767181396,7,0,0,0,7,-7,0,0,112,227,-115,115
Renan Barao,TJ Dillashaw,TJ Dillashaw,2015-07-25,0,1,-1,1,3.777778,3.6,0,0,10,-10,7.62001,-7.62001,9,337,43,23,20,-20,0.177777767181396,-0.177777767181396,1,1,1,0,0,0,1,-1,217,427,-210,210
Dominick Cruz,TJ Dillashaw,Dominick Cruz,2016-01-17,1,0,1,-1,6,3.6,5.080002,-5.080002,0,0,2.540009,-2.540009,33,72,28,23,5,-5,2.40000009536743,-2.40000009536743,3,2,0,0,1,-1,0,0,477,176,301,-301
Raphael Assuncao,TJ Dillashaw,TJ Dillashaw,2016-07-09,0,1,3,-3,2.8,3.6,-2.539993,2.539993,0,0,-2.539993,2.539993,2,49,38,23,15,-15,-0.799999952316284,0.799999952316284,7,0,1,0,7,-7,1,-1,644,174,470,-470
Henry Cejudo,TJ Dillashaw,Henry Cejudo,2019-01-19,1,0,-1,1,5.333333,3.6,-5.080002,5.080002,0,0,-7.619995,7.619995,0,9,19,23,-4,4,1.73333358764648,-1.73333358764648,3,1,1,0,2,-2,1,-1,168,924,-756,756
Ryo Chonan,TJ Grant,TJ Grant,2009-04-18,0,1,7,-7,1.692308,4.2,-2.540009,2.540009,15,-15,-5.080002,5.080002,549,203,35,26,9,-9,-2.50769209861755,2.50769209861755,0,0,0,0,0,0,0,0,518,0,518,-518
Kevin Burns,TJ Grant,TJ Grant,2009-12-12,0,1,4,-4,1.714286,4.2,0,0,15,-15,5.080002,-5.080002,39,146,19,26,-7,7,-2.48571407794952,2.48571407794952,0,1,1,0,-1,1,1,-1,175,238,-63,63
Ricardo Almeida,TJ Grant,Ricardo Almeida,2010-12-11,1,0,8,-8,2.6,4.2,5.080002,-5.080002,15,-15,5.080002,-5.080002,739,52,18,26,-8,8,-1.59999990463257,1.59999990463257,0,2,1,0,-2,2,1,-1,126,364,-238,238
Evan Dunham,TJ Grant,TJ Grant,2012-09-22,0,1,2,-2,2,4.2,0,0,0,0,-5.080002,5.080002,108,40,27,26,1,-1,-2.19999980926514,2.19999980926514,1,0,1,0,1,-1,1,-1,238,651,-413,413
Paul Kelly,"TJ O'Brien",Paul Kelly,2010-11-20,1,0,3,-3,2.8,2.5,-12.70001,12.70001,0,0,-10.2,10.2,174,27,19,28,-9,9,0.299999952316284,-0.299999952316284,0,0,1,0,0,0,1,-1,111,0,111,-111
Cole Miller,"TJ O'Brien",Cole Miller,2011-08-14,1,0,3,-3,1.909091,2.5,-2.540009,2.540009,-10,10,-2.580002,2.580002,49,7,32,28,4,-4,-0.590909123420715,0.590909123420715,0,0,1,1,0,0,0,0,204,267,-63,63
David Mitchell,TJ Waldburger,TJ Waldburger,2010-09-15,0,1,8,-8,3.142857,1.777778,2.540009,-2.540009,0,0,0,0,95,652,29,25,4,-4,1.36507928371429,-1.36507928371429,0,0,0,0,0,0,0,0,0,0,0,0
Johny Hendricks,TJ Waldburger,Johny Hendricks,2011-03-26,1,0,5,-5,2.25,1.777778,-5.080002,5.080002,15,-15,-15.24001,15.24001,26,31,26,25,1,-1,0.472222208976746,-0.472222208976746,0,1,0,0,-1,1,0,0,112,192,-80,80
Mike Stumpf,TJ Waldburger,TJ Waldburger,2011-09-17,0,1,2,-2,2.75,1.777778,-2.539993,2.539993,0,0,-10.5,10.5,24,196,15,25,-10,10,0.972222208976746,-0.972222208976746,0,0,0,1,0,0,-1,1,0,175,-175,175
Jake Hecht,TJ Waldburger,TJ Waldburger,2012-03-02,0,1,5,-5,2.75,1.777778,2.540009,-2.540009,0,0,-5.080002,5.080002,3,6,15,25,-10,10,0.972222208976746,-0.972222208976746,0,1,0,1,-1,1,-1,1,0,167,-167,167
Brian Ebersole,TJ Waldburger,Brian Ebersole,2012-06-22,1,0,7,-7,2.833333,1.777778,2.540009,-2.540009,0,0,-5.080002,5.080002,495,104,69,25,44,-44,1.05555546283722,-1.05555546283722,3,2,0,1,1,-1,-1,1,195,112,83,-83
Nick Catone,TJ Waldburger,TJ Waldburger,2012-12-15,0,1,7,-7,2.5,1.777778,2.540009,-2.540009,15,-15,-7.619995,7.619995,199,79,14,25,-11,11,0.722222208976746,-0.722222208976746,2,0,0,1,2,-2,-1,1,637,176,461,-461
Adlan Amagov,TJ Waldburger,Adlan Amagov,2013-10-19,1,0,1,-1,7,1.777778,7.62001,-7.62001,0,0,2.539993,-2.539993,5,38,16,25,-9,9,5.22222220897675,-5.22222220897675,1,1,0,1,0,0,-1,1,196,308,-112,112
Mike Pyle,TJ Waldburger,Mike Pyle,2014-02-22,1,0,13,-13,1.928571,1.777778,2.540009,-2.540009,0,0,-2.539993,2.539993,197,146,41,25,16,-16,0.150793671607971,-0.150793671607971,2,0,0,2,2,-2,-2,2,273,126,147,-147
Tim Boetsch,Todd Brown,Tim Boetsch,2010-08-07,1,0,-4,4,1.615385,4,2.540009,-2.540009,-20,20,4.960007,-4.960007,224,131,34,20,14,-14,-2.38461542129517,2.38461542129517,0,0,1,0,0,0,1,-1,518,0,518,-518
Philip De Fries,Todd Duffee,Todd Duffee,2012-12-29,0,1,-1,1,2,3,5.080002,-5.080002,-10,10,2.540009,-2.540009,54,33,18,12,6,-6,-1,1,1,0,1,0,1,-1,1,-1,147,0,147,-147
Larry Cureton,Todd Medina,Todd Medina,1995-04-07,0,1,,,0,1.222222,10.16,-10.16,47,-47,-15,15,0,0,2,20,-18,18,-1.22222220897675,1.22222220897675,0,0,0,1,0,0,-1,1,0,0,0,0
Dave Beneteau,Todd Medina,Dave Beneteau,1995-04-07,1,0,,,1.2,1.222222,10.16,-10.16,57,-57,-2,2,0,0,11,20,-9,9,-2.22221612930298e-02,2.22221612930298e-02,0,1,0,0,-1,1,0,0,0,0,0,0
Andrei Arlovski,Tom Aspinall,Tom Aspinall,2021-02-20,0,1,15,-15,1.545455,4.333333,-5.080002,5.080002,-16,16,-2.539993,2.539993,0,137,56,16,40,-40,-2.78787899017334,2.78787899017334,2,0,7,0,2,-2,7,-7,105,0,105,-105
Brendan Allen,Tom Breese,Brendan Allen,2020-02-29,1,0,-4,4,4.4,4,-2.539993,2.539993,0,0,5.080002,-5.080002,254,12,27,15,12,-12,0.400000095367432,-0.400000095367432,1,0,0,0,1,-1,0,0,134,0,134,-134
KB Bhullar,Tom Breese,Tom Breese,2020-10-10,0,1,-1,1,4,4,2.539993,-2.539993,0,0,12.7,-12.7,0,5,10,15,-5,5,0,0,0,0,0,1,0,0,-1,1,0,224,-224,224
Omari Akhmedov,Tom Breese,Omari Akhmedov,2021-01-20,1,0,4,-4,3.5,4,-7.619995,7.619995,0,0,0,0,274,60,27,15,12,-12,-0.5,0.5,0,1,2,1,-1,1,1,-1,165,102,63,-63
Kyle Kingsbury,Tom Lawlor,Tom Lawlor,2008-12-13,0,1,1,-1,1.833333,1.666667,10.15999,-10.15999,0,0,12.7,-12.7,139,682,17,16,1,-1,0.166666746139526,-0.166666746139526,0,0,0,0,0,0,0,0,0,0,0,0
CB Dollaway,Tom Lawlor,Tom Lawlor,2009-07-11,0,1,-1,1,1.888889,1.666667,5.080002,-5.080002,-20,20,5.079987,-5.079987,21,0,26,16,10,-10,0.222222208976746,-0.222222208976746,2,1,0,0,1,-1,0,0,196,210,-14,14
Joe Doerksen,Tom Lawlor,Joe Doerksen,2010-05-08,1,0,6,-6,3.1875,1.666667,0,0,-20,20,2.539993,-2.539993,31,24,67,16,51,-51,1.52083337306976,-1.52083337306976,0,2,3,0,-2,2,3,-3,749,301,448,-448
Patrick Cote,Tom Lawlor,Tom Lawlor,2010-10-23,0,1,3,-3,2.090909,1.666667,-2.540009,2.540009,-35,35,2.539993,-2.539993,8,782,34,16,18,-18,0.424242377281189,-0.424242377281189,0,0,1,0,0,0,1,-1,728,168,560,-560
Francis Carmont,Tom Lawlor,Francis Carmont,2012-11-17,1,0,2,-2,2.083333,1.666667,7.619995,-7.619995,0,0,10.15999,-10.15999,92,407,37,16,21,-21,0.416666626930237,-0.416666626930237,2,1,0,0,1,-1,0,0,129,756,-627,627
Michael Kuiper,Tom Lawlor,Tom Lawlor,2013-04-06,0,1,-6,6,3,1.666667,0,0,-20,20,-2.540009,2.540009,130,170,20,16,4,-4,1.33333337306976,-1.33333337306976,0,0,0,0,0,0,0,0,427,140,287,-287
Corey Anderson,Tom Lawlor,Corey Anderson,2016-03-05,1,0,-6,6,2.8,1.666667,7.619995,-7.619995,0,0,12.7,-12.7,165,15,19,16,3,-3,1.13333332538605,-1.13333332538605,2,1,1,0,1,-1,1,-1,119,1064,-945,945
Icho Larenas,Tom Murphy,Tom Murphy,2006-03-04,0,1,-6,6,1.2,8,2.539993,-2.539993,8,-8,0,0,0,491,11,8,3,-3,-6.79999995231628,6.79999995231628,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Backstrom,Tom Niinimaki,Niklas Backstrom,2014-05-31,1,0,-7,7,3.666667,2.75,10.16,-10.16,0,0,13.87001,-13.87001,39,168,14,30,-16,16,0.916666746139526,-0.916666746139526,0,0,0,0,0,0,0,0,0,0,0,0
Renato Moicano,Tom Niinimaki,Renato Moicano,2014-12-20,1,0,-7,7,3.4,2.75,5.080002,-5.080002,10,-10,7.62001,-7.62001,31,0,22,30,-8,8,0.650000095367432,-0.650000095367432,0,0,0,0,0,0,0,0,0,203,-203,203
Brad Tavares,Tom Watson,Brad Tavares,2012-09-29,1,0,-6,6,2.222222,1.888889,0,0,0,0,2.540009,-2.540009,325,67,29,26,3,-3,0.333333492279053,-0.333333492279053,1,0,0,0,1,-1,0,0,137,0,137,-137
Stanislav Nedkov,Tom Watson,Tom Watson,2013-02-16,0,1,1,-1,6,1.888889,-5.080002,5.080002,20,-20,-5.080002,5.080002,160,264,14,26,-12,12,4.11111116409302,-4.11111116409302,0,0,0,0,0,0,0,0,0,140,-140,140
Thales Leites,Tom Watson,Thales Leites,2013-08-03,1,0,0,0,3.111111,1.888889,0,0,0,0,12.7,-12.7,603,74,37,26,11,-11,1.22222232818604,-1.22222232818604,0,1,0,0,-1,1,0,0,1456,168,1288,-1288
Nick Catone,Tom Watson,Nick Catone,2014-02-01,1,0,1,-1,2.5,1.888889,-2.539993,2.539993,0,0,-2.539993,2.539993,251,4,14,26,-12,12,0.611111164093018,-0.611111164093018,0,0,0,0,0,0,0,0,413,182,231,-231
Sam Alvey,Tom Watson,Tom Watson,2014-08-16,0,1,-4,4,1.833333,1.888889,2.540009,-2.540009,0,0,5.080002,-5.080002,26,89,51,26,25,-25,-5.55554628372192e-02,5.55554628372192e-02,0,0,0,0,0,0,0,0,0,196,-196,196
Rafael Natal,Tom Watson,Rafael Natal,2015-01-31,1,0,0,0,2.333333,1.888889,-2.539993,2.539993,0,0,10.16,-10.16,210,0,30,26,4,-4,0.444444417953491,-0.444444417953491,3,1,0,0,2,-2,0,0,514,168,346,-346
Chris Camozzi,Tom Watson,Chris Camozzi,2015-08-08,1,0,-5,5,1.846154,1.888889,2.540009,-2.540009,0,0,5.080002,-5.080002,264,108,37,26,11,-11,-4.27349805831909e-02,4.27349805831909e-02,0,0,0,0,0,0,0,0,112,189,-77,77
Mike Ciesnolevicz,Tomasz Drwal,Tomasz Drwal,2009-06-20,0,1,2,-2,4.75,4.2,-2.539993,2.539993,30,-30,-7.039993,7.039993,0,163,23,26,-3,3,0.550000190734863,-0.550000190734863,1,0,0,0,1,-1,0,0,119,0,119,-119
David Branch,Tomasz Drwal,David Branch,2010-09-15,1,0,0,0,3.666667,4.2,0,0,-20,20,5.080002,-5.080002,459,83,28,26,2,-2,-0.53333306312561,0.53333306312561,0,1,1,0,-1,1,1,-1,74,452,-378,378
Fabricio Camoes,Tommy Hayden,Fabricio Camoes,2012-01-20,1,0,8,-8,1.555556,3.666667,2.540009,-2.540009,10,-10,2.339996,-2.339996,67,80,23,14,9,-9,-2.11111116409302,2.11111116409302,0,0,0,0,0,0,0,0,664,0,664,-664
Dennis Bermudez,Tommy Hayden,Dennis Bermudez,2012-08-11,1,0,-1,1,1.888889,3.666667,-7.619995,7.619995,10,-10,-10.36,10.36,127,28,26,14,12,-12,-1.77777791023254,1.77777791023254,1,0,0,0,1,-1,0,0,98,204,-106,106
Mac Danzig,Tommy Speer,Mac Danzig,2007-12-08,1,0,4,-4,1.75,3,-5.080002,5.080002,-15,15,-2.539993,2.539993,74,28,33,28,5,-5,-1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Johnson,Tommy Speer,Anthony Johnson,2008-04-02,1,0,1,-1,3.666667,3,10.16,-10.16,35,-35,17.78,-17.78,1,0,28,28,0,0,0.666666746139526,-0.666666746139526,1,0,0,0,1,-1,0,0,295,116,179,-179
Steve Berger,Tony DeSouza,Tony DeSouza,2001-05-04,0,1,1,-1,0.9130435,2.75,-2.540009,2.540009,0,0,15.2,-15.2,67,599,44,15,29,-29,-1.83695650100708,1.83695650100708,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Alves,Tony DeSouza,Thiago Alves,2006-12-30,1,0,-9,9,1.533333,2.75,-7.62001,7.62001,0,0,0,0,104,26,38,15,23,-23,-1.21666669845581,1.21666669845581,0,1,1,0,-1,1,1,-1,185,2066,-1881,1881
Roan Carneiro,Tony DeSouza,Roan Carneiro,2007-12-29,1,0,-4,4,1.909091,2.75,-2.540009,2.540009,0,0,15.23999,-15.23999,287,138,32,15,17,-17,-0.840909123420715,0.840909123420715,0,0,0,1,0,0,-1,1,200,364,-164,164
Yves Edwards,Tony Ferguson,Tony Ferguson,2011-12-03,0,1,8,-8,1.909091,2.888889,-5.080002,5.080002,0,0,-7.619995,7.619995,3,10,64,35,29,-29,-0.979797959327698,0.979797959327698,1,0,2,0,1,-1,2,-2,63,0,63,-63
Danny Castillo,Tony Ferguson,Tony Ferguson,2014-08-30,0,1,5,-5,1.7,2.888889,-5.080002,5.080002,0,0,-12.7,12.7,569,7,27,35,-8,8,-1.18888878822327,1.18888878822327,2,1,1,0,1,-1,1,-1,399,1001,-602,602
Edson Barboza,Tony Ferguson,Tony Ferguson,2015-12-11,0,1,-2,2,2.090909,2.888889,0,0,-10,10,-2.539993,2.539993,117,21,34,35,-1,1,-0.797979831695557,0.797979831695557,1,2,1,0,-1,1,1,-1,139,468,-329,329
Rafael Dos Anjos,Tony Ferguson,Tony Ferguson,2016-11-05,0,1,0,0,2.133333,2.888889,-7.619995,7.619995,15,-15,-15.23999,15.23999,30,0,47,35,12,-12,-0.755555391311646,0.755555391311646,3,3,1,0,0,0,1,-1,602,330,272,-272
Donald Cerrone,Tony Ferguson,Tony Ferguson,2019-06-08,0,1,1,-1,2.117647,2.888889,5.080002,-5.080002,0,0,-7.619995,7.619995,7,0,53,35,18,-18,-0.771241664886475,0.771241664886475,3,4,4,0,-1,1,4,-4,35,945,-910,910
Beneil Dariush,Tony Ferguson,Beneil Dariush,2021-05-15,1,0,-5,5,4.4,2.888889,-2.539993,2.539993,0,0,-10.15999,10.15999,735,5,27,35,-8,8,1.51111125946045,-1.51111125946045,5,5,2,0,0,0,2,-2,98,707,-609,609
Michael Chandler,Tony Ferguson,Michael Chandler,2022-05-07,1,0,-2,2,2.875,2.888889,-7.619995,7.619995,0,0,-12.7,12.7,149,0,31,35,-4,4,-1.38888359069824e-02,1.38888359069824e-02,0,0,1,0,0,0,1,-1,182,357,-175,175
Nate Diaz,Tony Ferguson,Nate Diaz,2022-09-10,1,0,-1,1,1.692308,2.888889,2.540009,-2.540009,15,-15,0,0,0,8,35,35,0,0,-1.1965811252594,1.1965811252594,0,0,2,1,0,0,1,-1,455,126,329,-329
Donnie Chappell,Tony Fryklund,Tony Fryklund,1997-07-27,0,1,,,0,1.555556,-2.540009,2.540009,-7,7,-3,3,0,0,1,23,-22,22,-1.55555558204651,1.55555558204651,0,0,0,0,0,0,0,0,0,0,0,0
Geraldo de Freitas,Tony Gravely,Tony Gravely,2020-11-14,0,1,0,0,2,2.555556,5.079987,-5.079987,0,0,7.62001,-7.62001,2,595,18,32,-14,14,-0.555555582046509,0.555555582046509,0,0,0,0,0,0,0,0,462,0,462,-462
Anthony Birchak,Tony Gravely,Tony Gravely,2021-04-17,0,1,5,-5,2,2.555556,7.619995,-7.619995,0,0,0,0,27,274,24,32,-8,8,-0.555555582046509,0.555555582046509,0,1,0,0,-1,1,0,0,161,154,7,-7
Javid Basharat,Tony Gravely,Javid Basharat,2022-09-17,1,0,-3,3,14,2.555556,10.15999,-10.15999,0,0,0,0,193,103,14,32,-18,18,11.4444444179535,-11.4444444179535,1,2,0,0,-1,1,0,0,189,518,-329,329
Randy Couture,Tony Halme,Randy Couture,1997-05-30,1,0,-1,1,1.727273,0,-5.080002,5.080002,-95,95,-5.5,5.5,0,0,30,4,26,-26,1.72727274894714,-1.72727274894714,0,0,0,0,0,0,0,0,0,0,0,0
Kai Kamaka,Tony Kelley,Kai Kamaka,2020-08-15,1,0,-8,8,2,2.666667,-5.080002,5.080002,10,-10,-2.540009,2.540009,309,0,12,11,1,-1,-0.666666746139526,0.666666746139526,0,0,0,0,0,0,0,0,0,0,0,0
Ali AlQaisi,Tony Kelley,Tony Kelley,2020-10-10,0,1,-3,3,1.6,2.666667,-7.619995,7.619995,0,0,-5.080002,5.080002,360,116,13,11,2,-2,-1.06666672229767,1.06666672229767,0,0,0,0,0,0,0,0,63,56,7,-7
