l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win,l_win_difference,r_win_difference
Raphael Assuncao,Cory Sandhagen,Cory Sandhagen,0,103,65,81,45,6,4,0,0,0,135,78,116,62,1,0,0,1,131,226,Decision,3,3,5:00,0,1,-1.45000004768372,1.45000004768372
Raphael Assuncao,Mike Easton,Raphael Assuncao,0,159,60,156,57,6,0,0,0,0,159,34,155,30,3,0,0,0,144,1,Decision,3,3,5:00,1,0,0.633333206176758,-0.633333206176758
Raphael Assuncao,Matthew Lopez,Raphael Assuncao,1,156,48,154,46,0,0,0,0,0,95,36,93,34,4,1,0,0,1,29,KO/TKO,3,3,1:50,1,0,0.299999952316284,-0.299999952316284
Raphael Assuncao,Davey Grant,Davey Grant,0,85,67,58,42,12,5,0,0,1,154,80,138,65,0,0,1,0,257,52,Submission,3,3,4:43,0,1,0.657142877578735,-0.657142877578735
Raphael Assuncao,Marlon Moraes,Raphael Assuncao,0,134,43,134,43,1,0,0,0,0,150,44,150,44,2,0,0,0,0,0,Decision,3,3,5:00,1,0,0.5,-0.5
Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,0,106,37,101,32,6,0,1,0,0,105,32,101,29,4,2,3,0,19,168,Decision,3,3,5:00,1,0,-0.799999952316284,0.799999952316284
Raphael Assuncao,Rob Font,Raphael Assuncao,0,161,93,120,54,2,2,0,0,0,122,20,122,20,0,0,0,0,272,0,Decision,3,3,5:00,1,0,-5.7142972946167e-02,5.7142972946167e-02
Raphael Assuncao,Issei Tamura,Raphael Assuncao,1,63,42,60,39,0,0,0,0,0,14,5,14,5,1,0,0,0,43,0,KO/TKO,3,2,0:25,1,0,1.54999995231628,-1.54999995231628
Raphael Assuncao,Johnny Eduardo,Raphael Assuncao,0,143,93,101,53,8,3,0,0,0,88,30,85,28,0,0,1,0,295,4,Decision,3,3,5:00,1,0,0.646153688430786,-0.646153688430786
Raphael Assuncao,Ricky Simon,Ricky Simon,0,28,10,25,7,0,0,0,0,1,41,27,30,18,4,2,0,0,0,242,KO/TKO,3,2,2:14,0,1,-2.20000004768372,2.20000004768372
Raphael Assuncao,TJ Dillashaw,TJ Dillashaw,0,143,52,140,49,2,0,0,0,0,205,72,195,64,5,1,0,0,2,49,Decision,3,3,5:00,0,1,-0.799999952316284,0.799999952316284
Raphael Assuncao,Victor Henry,Raphael Assuncao,0,110,78,91,60,5,2,0,0,0,134,61,126,55,1,0,0,0,269,3,Decision,3,3,5:00,1,0,-1.03333330154419,1.03333330154419
Raphael Assuncao,Aljamain Sterling,Raphael Assuncao,0,101,39,101,39,0,0,0,0,0,172,52,172,52,3,0,0,0,0,2,Decision,3,3,5:00,1,0,-2.95000004768372,2.95000004768372
Raphael Assuncao,Erik Koch,Erik Koch,0,20,9,20,9,0,0,0,0,1,19,5,18,4,0,0,0,0,0,2,KO/TKO,3,1,2:32,0,1,0.133333206176758,-0.133333206176758
Raphael Assuncao,Bryan Caraway,Raphael Assuncao,0,141,83,133,75,6,2,0,0,0,139,46,128,39,8,2,0,0,41,59,Decision,3,3,5:00,1,0,0.466666698455811,-0.466666698455811
Raquel Pennington,Miesha Tate,Raquel Pennington,0,156,111,77,43,1,1,3,0,0,93,48,65,21,5,1,0,0,407,267,Decision,3,3,5:00,1,0,-0.444444537162781,0.444444537162781
Raquel Pennington,Elizabeth Phillips,Raquel Pennington,0,102,81,50,33,5,3,1,0,0,58,34,34,15,5,1,0,1,305,399,Decision,3,3,5:00,1,0,0.666666626930237,-0.666666626930237
Raquel Pennington,Marion Reneau,Raquel Pennington,0,165,118,154,107,2,1,0,1,0,154,81,117,46,4,2,0,0,329,228,Decision,3,3,5:00,1,0,0.541666626930237,-0.541666626930237
Raquel Pennington,Ketlen Vieira,Raquel Pennington,0,184,104,159,81,2,0,0,0,0,230,138,152,64,0,0,0,0,78,285,Decision,3,3,5:00,1,0,-2.99999988079071,2.99999988079071
Rashad Coulter,Tai Tuivasa,Tai Tuivasa,0,28,19,19,10,2,0,0,0,1,36,22,36,22,2,0,0,0,38,74,KO/TKO,3,1,4:35,0,1,-0.25,0.25
Rashad Coulter,Hu Yaozong,Rashad Coulter,1,167,108,157,98,0,0,0,0,0,183,98,174,92,1,0,0,0,12,322,Decision,3,3,5:00,1,0,1.25,-1.25
Rashad Coulter,Chris de la Rocha,Chris de la Rocha,0,58,30,57,30,1,0,0,0,0,129,79,79,40,4,3,2,0,1,320,KO/TKO,3,2,3:53,0,1,0.583333373069763,-0.583333373069763
Rashad Coulter,Chase Sherman,Chase Sherman,0,83,36,83,36,0,0,0,0,1,235,107,231,103,0,0,0,0,0,58,KO/TKO,3,2,3:36,0,1,0.916666626930237,-0.916666626930237
Rashad Evans,Daniel Kelly,Daniel Kelly,0,150,62,138,53,4,1,0,0,0,215,92,193,74,8,0,0,0,7,11,Decision,3,3,5:00,0,1,-0.875,0.875
Rashad Evans,Tito Ortiz,Rashad Evans,0,135,77,97,48,1,1,0,0,0,28,6,27,5,1,1,1,0,305,64,KO/TKO,3,2,4:48,1,0,0.791666626930237,-0.791666626930237
Rashad Evans,Glover Teixeira,Glover Teixeira,0,15,8,14,7,0,0,0,0,1,18,7,17,6,0,0,0,0,7,2,KO/TKO,5,1,1:48,0,1,-1.29166674613953,1.29166674613953
Rashad Evans,Sam Hoger,Rashad Evans,0,95,46,72,23,11,9,0,0,0,113,59,72,18,1,0,2,0,563,3,Decision,3,3,5:00,1,0,-0.125,0.125
Rashad Evans,Brad Imes,Rashad Evans,2,103,53,96,48,0,0,0,0,0,168,45,164,42,3,2,1,0,128,95,Decision,3,3,5:00,1,0,0.517857193946838,-0.517857193946838
Rashad Evans,Thiago Silva,Rashad Evans,0,78,21,66,12,16,8,0,0,0,122,67,84,31,0,0,0,0,434,14,Decision,3,3,5:00,1,0,-0.791666746139526,0.791666746139526
Rashad Evans,Jon Jones,Jon Jones,0,155,49,151,45,4,0,0,0,0,228,116,214,105,2,1,0,0,9,60,Decision,5,5,5:00,0,1,-24.625,24.625
Rashad Evans,Jason Lambert,Rashad Evans,0,61,42,44,25,8,8,0,0,0,27,13,18,6,2,0,3,0,323,31,KO/TKO,3,2,2:22,1,0,0.375,-0.375
Rashad Evans,Lyoto Machida,Lyoto Machida,0,26,5,24,4,0,0,0,0,3,58,37,46,28,2,0,0,0,0,30,KO/TKO,5,2,3:57,0,1,-0.625,0.625
Rashad Evans,Chael Sonnen,Rashad Evans,0,42,32,28,20,2,1,0,0,0,26,15,14,3,1,0,0,0,193,35,KO/TKO,3,1,4:05,1,0,0.441666722297668,-0.441666722297668
Rashad Evans,Quinton Jackson,Rashad Evans,0,91,61,52,29,12,3,0,0,1,58,27,47,17,1,0,0,0,462,56,Decision,3,3,5:00,1,0,-0.708333253860474,0.708333253860474
Rashad Evans,Anthony Smith,Anthony Smith,0,7,2,6,1,1,0,0,0,1,9,6,9,6,1,0,0,0,15,4,KO/TKO,3,1,0:53,0,1,0.319444417953491,-0.319444417953491
Rashad Evans,Sean Salmon,Rashad Evans,1,35,13,35,13,0,0,0,0,0,33,15,28,10,3,2,0,0,2,52,KO/TKO,3,2,1:06,1,0,1.51785713434219,-1.51785713434219
Rashad Evans,Chuck Liddell,Rashad Evans,1,35,13,35,13,0,0,0,0,0,50,10,50,10,0,0,0,0,0,0,KO/TKO,3,2,1:51,1,0,-0.25,0.25
Rashad Evans,Dan Henderson,Rashad Evans,0,116,66,87,39,8,0,0,0,0,104,53,91,40,0,0,0,0,222,1,Decision,3,3,5:00,1,0,0.241666555404663,-0.241666555404663
Rashad Evans,Rogerio Nogueira,Rogerio Nogueira,0,81,22,81,22,5,1,0,0,0,152,40,152,40,0,0,0,0,15,0,Decision,3,3,5:00,0,1,7.50000476837158e-02,-7.50000476837158e-02
Rashad Evans,Forrest Griffin,Rashad Evans,0,105,51,103,49,1,1,0,0,0,151,51,149,50,0,0,0,0,131,3,KO/TKO,5,3,2:46,1,0,-0.339285612106323,0.339285612106323
Rashid Magomedov,Elias Silverio,Rashid Magomedov,2,172,102,161,91,2,1,0,0,0,119,57,118,56,0,0,0,0,61,0,KO/TKO,3,3,4:57,1,0,5.66666650772095,-5.66666650772095
Rashid Magomedov,Anthony Rocco Martin,Rashid Magomedov,0,100,72,73,46,0,0,1,0,0,50,24,42,18,8,1,1,0,128,362,Decision,3,3,5:00,1,0,7.16666674613953,-7.16666674613953
Raulian Paiva,Zhalgas Zhumagulov,Raulian Paiva,0,125,56,121,52,0,0,0,0,0,126,73,119,66,11,2,0,0,43,29,Decision,3,3,5:00,1,0,2.64444422721863,-2.64444422721863
Raulian Paiva,Kyler Phillips,Raulian Paiva,0,147,72,117,51,6,2,0,0,1,155,95,132,74,9,4,0,1,212,182,Decision,3,3,5:00,1,0,-1.30000019073486,1.30000019073486
Ray Borg,Shane Howell,Ray Borg,0,8,6,3,2,1,1,2,0,0,5,2,3,0,0,0,0,0,105,0,Submission,3,1,2:17,1,0,1.29999995231628,-1.29999995231628
Ray Borg,Louis Smolka,Ray Borg,0,53,33,38,21,8,4,1,0,0,53,20,43,10,1,0,1,0,653,45,Decision,3,3,5:00,1,0,0.711111068725586,-0.711111068725586
Ray Borg,Chris Kelades,Ray Borg,0,62,45,28,19,6,5,4,0,0,36,28,12,4,1,0,0,1,701,38,Submission,3,3,2:56,1,0,-0.400000095367432,0.400000095367432
Ray Borg,Demetrious Johnson,Demetrious Johnson,0,39,22,29,13,10,3,0,0,0,212,172,81,64,8,8,2,0,128,1069,Submission,5,5,3:15,0,1,-6.40000009536743,6.40000009536743
Ray Borg,Dustin Ortiz,Dustin Ortiz,0,37,21,27,12,8,5,2,1,0,144,107,80,46,4,2,0,1,360,323,Decision,3,3,5:00,0,1,0.224999904632568,-0.224999904632568
Ray Borg,Geane Herrera,Ray Borg,0,115,85,53,26,3,3,2,0,0,33,24,13,7,0,0,0,1,835,15,Decision,3,3,5:00,1,0,-0.400000095367432,0.400000095367432
Ray Borg,Jussier Formiga,Ray Borg,0,105,53,88,36,6,0,0,1,0,77,44,62,30,3,0,0,0,262,205,Decision,3,3,5:00,1,0,-0.275000095367432,0.275000095367432
Ray Borg,Casey Kenney,Casey Kenney,0,40,22,35,17,10,7,0,1,0,68,46,52,32,3,2,0,3,393,384,Decision,3,3,5:00,0,1,-1.40000009536743,1.40000009536743
Ray Borg,Gabriel Silva,Ray Borg,0,34,23,23,15,9,6,1,1,0,76,58,16,8,6,1,0,1,512,266,Decision,3,3,5:00,1,0,-1.40000009536743,1.40000009536743
Ray Borg,Ricky Simon,Ricky Simon,0,98,53,91,47,2,0,0,1,0,170,93,144,67,11,7,0,0,30,323,Decision,3,3,5:00,0,1,-2.40000009536743,2.40000009536743
Ray Borg,Justin Scoggins,Justin Scoggins,0,70,45,44,20,8,1,0,0,0,148,81,120,57,6,4,0,0,63,434,Decision,3,3,5:00,0,1,0.399999856948853,-0.399999856948853
Ray Rodriguez,Rani Yahya,Rani Yahya,0,35,15,18,3,0,0,0,0,0,65,42,13,8,4,2,1,0,0,420,Submission,3,2,3:09,0,1,-0.545454502105713,0.545454502105713
Razak Al-Hassan,Kyle Kingsbury,Kyle Kingsbury,0,93,45,79,31,4,1,0,1,0,149,76,98,25,6,2,0,0,228,329,Decision,3,3,5:00,0,1,0.766666531562805,-0.766666531562805
Razak Al-Hassan,Steve Cantwell,Steve Cantwell,0,58,15,56,13,1,0,0,0,0,33,19,29,15,1,1,1,0,17,78,Submission,3,1,4:04,0,1,1.43333327770233,-1.43333327770233
Reese Andy,Brandon Vera,Brandon Vera,0,118,95,53,30,5,1,0,0,0,89,51,74,38,4,2,0,0,220,188,Decision,3,3,5:00,0,1,0.190476179122925,-0.190476179122925
Reese Andy,Matt Hamill,Matt Hamill,0,77,38,73,34,0,0,0,0,0,141,63,115,40,1,1,0,0,0,25,KO/TKO,3,2,2:19,0,1,0.833333253860474,-0.833333253860474
Reginaldo Vieira,Aiemann Zahabi,Aiemann Zahabi,0,199,73,190,64,13,2,0,0,1,113,45,112,44,0,0,0,0,143,12,Decision,3,3,5:00,0,1,-2.40000009536743,2.40000009536743
Remco Pardoel,Ryan Parker,Remco Pardoel,0,16,16,0,0,1,1,1,0,0,21,20,0,0,0,0,0,0,0,0,Submission,1,1,3:05,1,0,1.5,-1.5
Remco Pardoel,Marco Ruas,Marco Ruas,0,7,4,4,2,1,1,2,0,0,18,11,7,4,0,0,2,1,0,0,Submission,1,1,2:27,0,1,-0.75,0.75
Remco Pardoel,Orlando Wiet,Remco Pardoel,0,7,7,7,7,1,1,0,0,0,7,5,2,1,0,0,0,0,0,0,KO/TKO,,1,1:29,1,0,1.29999999701977,-1.29999999701977
Renan Barao,Brian Kelleher,Brian Kelleher,0,247,134,228,116,2,0,0,0,0,256,145,203,94,4,1,0,0,133,266,Decision,3,3,5:00,0,1,2.06349194049835,-2.06349194049835
Renan Barao,Luke Sanders,Luke Sanders,0,79,41,78,40,0,0,0,0,1,78,41,75,39,1,0,0,0,0,17,KO/TKO,3,2,1:01,0,1,1.1777777671814,-1.1777777671814
Renan Barao,Eddie Wineland,Renan Barao,1,46,29,45,28,1,0,0,0,0,53,11,53,11,0,0,0,0,5,19,KO/TKO,5,2,0:35,1,0,2.27777767181396,-2.27777767181396
Renan Barao,TJ Dillashaw,TJ Dillashaw,0,185,65,181,62,5,0,0,0,0,273,170,212,117,5,0,0,0,9,337,KO/TKO,5,4,0:35,0,1,0.177777767181396,-0.177777767181396
Renan Barao,Urijah Faber,Renan Barao,0,290,85,290,85,0,0,0,0,0,180,62,178,60,6,0,0,0,0,8,Decision,5,5,5:00,1,0,0.595959424972534,-0.595959424972534
Renan Barao,Douglas Silva de Andrade,Douglas Silva de Andrade,0,241,140,158,58,9,2,0,0,0,190,100,163,74,0,0,0,0,200,28,Decision,3,3,5:00,0,1,-2.0222225189209,2.0222225189209
Renan Barao,Michael McDonald,Renan Barao,0,121,43,112,36,10,4,1,0,0,95,29,92,26,1,0,0,0,238,0,Submission,5,4,3:57,1,0,-0.472222328186035,0.472222328186035
Renan Barao,TJ Dillashaw,TJ Dillashaw,0,277,68,273,64,0,0,0,0,2,344,169,309,140,3,0,2,0,0,218,KO/TKO,5,5,2:26,0,1,0.177777767181396,-0.177777767181396
Renan Barao,Cole Escovedo,Renan Barao,0,139,96,88,46,7,6,0,0,0,84,48,65,29,1,0,0,0,513,12,Decision,3,3,5:00,1,0,1.88888883590698,-1.88888883590698
Renan Barao,Phillipe Nover,Renan Barao,0,152,64,151,64,3,3,0,0,0,157,54,141,39,0,0,0,0,91,0,Decision,3,3,5:00,1,0,2.40277767181396,-2.40277767181396
Renan Barao,Aljamain Sterling,Aljamain Sterling,0,138,65,85,19,3,2,0,0,0,166,112,121,71,1,1,0,0,274,339,Decision,3,3,5:00,0,1,-1.97222232818604,1.97222232818604
Renan Barao,Scott Jorgensen,Renan Barao,0,324,129,299,104,0,0,0,0,0,215,82,206,73,7,0,0,0,115,11,Decision,3,3,5:00,1,0,2.52777767181396,-2.52777767181396
Renan Barao,Mitch Gagnon,Renan Barao,1,143,64,138,59,4,2,1,0,0,119,66,111,58,7,0,0,0,142,255,Submission,3,3,3:53,1,0,1.37777757644653,-1.37777757644653
Renan Barao,Brad Pickett,Renan Barao,1,99,38,98,37,1,0,1,0,0,56,10,56,10,0,0,0,0,46,0,Submission,3,1,4:09,1,0,1.99206340312958,-1.99206340312958
Renan Barao,Jeremy Stephens,Jeremy Stephens,0,146,51,137,43,9,2,0,0,0,158,73,140,55,1,0,0,0,149,143,Decision,3,3,5:00,0,1,2.30409348011017,-2.30409348011017
Renan Barao,Andre Ewell,Andre Ewell,0,124,67,101,44,5,3,2,0,1,128,57,123,53,1,1,0,0,294,28,Decision,3,3,5:00,0,1,1.88888883590698,-1.88888883590698
Renan Barao,Urijah Faber,Renan Barao,1,70,37,46,17,0,0,0,0,0,32,9,31,8,2,0,0,0,14,0,KO/TKO,5,1,3:42,1,0,0.595959424972534,-0.595959424972534
Renato Moicano,Cub Swanson,Renato Moicano,1,53,23,47,17,2,1,1,0,0,38,20,38,20,0,0,0,0,81,0,Submission,3,1,4:15,1,0,1.16923093795776,-1.16923093795776
Renato Moicano,Jeremy Stephens,Renato Moicano,0,123,76,116,70,5,2,0,0,0,224,73,207,56,1,0,0,0,136,0,Decision,3,3,5:00,1,0,1.92631590366364,-1.92631590366364
Renato Moicano,Zubaira Tukhugov,Renato Moicano,0,137,52,129,44,0,0,0,0,0,115,32,112,29,8,3,0,0,5,114,Decision,3,3,5:00,1,0,6.6666841506958e-02,-6.6666841506958e-02
Renato Moicano,Brian Ortega,Brian Ortega,0,254,111,252,109,2,2,0,0,0,220,65,220,65,2,0,1,0,20,0,Submission,3,3,2:59,0,1,-1.59999990463257,1.59999990463257
Renato Moicano,Chan Sung Jung,Chan Sung Jung,0,3,0,3,0,0,0,0,0,1,26,18,24,16,0,0,0,0,0,26,KO/TKO,5,1,0:58,0,1,1.27500009536743,-1.27500009536743
Renato Moicano,Brad Riddell,Renato Moicano,0,35,11,33,10,1,0,1,0,0,25,14,25,14,1,0,0,0,34,14,Submission,3,1,3:20,1,0,0.900000095367432,-0.900000095367432
Renato Moicano,Tom Niinimaki,Renato Moicano,0,113,50,111,48,2,1,1,0,0,64,33,64,33,0,0,0,0,31,0,Submission,3,2,3:30,1,0,0.650000095367432,-0.650000095367432
Renato Sobral,Chael Sonnen,Renato Sobral,0,21,15,17,11,6,4,3,0,0,69,56,24,12,3,0,0,0,163,182,Submission,3,2,1:20,1,0,1.43030297756195,-1.43030297756195
Renato Sobral,Mike van Arsdale,Renato Sobral,0,14,11,12,9,1,0,1,1,0,6,3,4,1,1,0,0,0,96,14,Submission,3,1,2:21,1,0,1.76363623142242,-1.76363623142242
Renato Sobral,Travis Wiuff,Renato Sobral,0,59,44,27,15,3,2,2,0,0,12,10,5,3,2,2,0,0,199,71,Submission,3,2,0:24,1,0,-0.207792282104492,0.207792282104492
Renee Forte,John Makdessi,John Makdessi,0,27,7,27,7,0,0,0,0,1,39,20,39,20,0,0,0,0,0,8,KO/TKO,3,1,2:01,0,1,0,0
Renee Forte,Francisco Trevino,Francisco Trevino,0,79,20,70,14,9,5,0,0,0,133,63,116,47,7,2,0,0,273,163,Decision,3,3,5:00,0,1,-2.33333349227905,2.33333349227905
Renee Forte,Sergio Moraes,Sergio Moraes,0,88,38,76,26,0,0,0,0,0,58,27,45,16,11,4,1,0,58,261,Submission,3,3,3:10,0,1,-0.333333253860474,0.333333253860474
Renzo Gracie,Matt Hughes,Matt Hughes,0,109,34,109,34,1,0,0,0,2,124,71,123,70,1,0,0,0,0,104,KO/TKO,3,3,4:40,0,1,-3.14285719394684,3.14285719394684
Reuben Duran,Takeya Mizugaki,Takeya Mizugaki,0,186,105,143,67,2,0,0,0,0,133,77,92,43,4,4,0,0,60,254,Decision,3,3,5:00,0,1,-0.33766233921051,0.33766233921051
Reuben Duran,George Roop,George Roop,0,82,56,56,30,6,1,0,0,0,174,125,75,33,3,2,1,0,451,263,Decision,3,3,5:00,0,1,0.417582392692566,-0.417582392692566
Reuben Duran,Hugo Viana,Hugo Viana,0,30,8,30,8,0,0,0,0,3,43,26,39,22,0,0,0,0,22,37,KO/TKO,3,1,4:05,0,1,-0.428571462631226,0.428571462631226
Reuben Duran,Francisco Rivera,Reuben Duran,0,132,101,71,42,5,2,2,0,0,70,54,38,22,1,0,3,0,415,58,Submission,3,3,1:57,1,0,0,0
Reza Madadi,Cristiano Marcello,Cristiano Marcello,0,163,88,151,77,4,3,0,0,0,251,77,241,72,1,0,0,0,131,0,Decision,3,3,5:00,0,1,0.166666507720947,-0.166666507720947
Reza Madadi,Norman Parke,Norman Parke,0,104,40,95,33,12,1,0,0,0,154,56,145,47,6,1,0,0,137,267,Decision,3,3,5:00,0,1,-1.5,1.5
Reza Madadi,Joaquim Silva,Joaquim Silva,0,106,69,62,26,13,5,0,0,0,186,69,142,40,0,0,1,0,338,121,Decision,3,3,5:00,0,1,-6.6666841506958e-02,6.6666841506958e-02
Rhys McKee,Alex Morono,Alex Morono,0,242,133,230,124,3,0,0,0,0,360,208,321,176,3,3,0,0,12,154,Decision,3,3,5:00,0,1,-0.875,0.875
Ricardo Abreu,Wagner Silva,Ricardo Abreu,2,111,43,101,33,0,0,1,0,0,56,20,52,17,1,0,0,0,75,0,Submission,3,2,1:06,1,0,3,-3
Ricardo Abreu,Jake Collier,Jake Collier,0,174,69,151,47,7,3,0,0,0,232,84,211,67,0,0,0,0,186,14,Decision,3,3,5:00,0,1,3.70000004768372,-3.70000004768372
Ricardo Almeida,Matt Brown,Ricardo Almeida,0,36,24,27,15,11,5,1,0,0,28,23,10,6,0,0,0,0,426,16,Submission,3,2,3:30,1,0,1.2315788269043,-1.2315788269043
Ricardo Almeida,Matt Lindland,Matt Lindland,0,25,16,18,9,1,0,0,0,0,153,118,49,22,5,5,0,0,0,734,DQ,3,3,4:21,0,1,0.155555486679077,-0.155555486679077
Ricardo Almeida,Patrick Cote,Patrick Cote,0,72,36,62,26,11,2,2,0,0,80,39,64,24,0,0,0,0,296,105,Decision,3,3,5:00,0,1,0.509090900421143,-0.509090900421143
Ricardo Almeida,Andrei Semenov,Andrei Semenov,0,35,12,35,12,4,1,5,0,1,59,35,29,5,0,0,0,0,45,147,KO/TKO,3,2,2:01,0,1,-1.1777777671814,1.1777777671814
Ricardo Almeida,Rob Yundt,Ricardo Almeida,0,6,4,6,4,1,1,1,0,0,19,10,11,2,0,0,0,0,19,5,Submission,3,1,1:08,1,0,0.799999952316284,-0.799999952316284
Ricardo Almeida,Matt Horwich,Ricardo Almeida,0,107,79,67,41,15,9,1,0,0,66,52,39,25,2,0,3,0,501,124,Decision,3,3,5:00,1,0,1.39999985694885,-1.39999985694885
Ricardo Almeida,Matt Hughes,Matt Hughes,0,28,10,28,10,0,0,0,0,1,16,2,16,2,0,0,1,0,0,13,Submission,3,1,3:15,0,1,-2.40000009536743,2.40000009536743
Ricardo Almeida,TJ Grant,Ricardo Almeida,0,136,93,85,48,8,6,0,0,0,33,20,18,6,1,0,0,1,739,52,Decision,3,3,5:00,1,0,-1.59999990463257,1.59999990463257
Ricardo Almeida,Eugene Jackson,Ricardo Almeida,0,17,16,4,4,1,1,1,0,0,23,18,4,1,2,2,2,0,187,38,Submission,3,1,4:06,1,0,0.933333277702332,-0.933333277702332
Ricardo Almeida,Kendall Grove,Ricardo Almeida,0,102,70,62,38,14,6,0,0,0,127,85,62,25,0,0,2,0,673,57,Decision,3,3,5:00,1,0,1.24705874919891,-1.24705874919891
Ricardo Almeida,Mike Pyle,Mike Pyle,0,103,66,84,48,18,1,0,0,0,120,77,73,36,3,1,1,0,312,55,Decision,3,3,5:00,0,1,0.671428442001343,-0.671428442001343
Ricardo Funch,Mike Pyle,Mike Pyle,0,10,4,8,2,0,0,0,0,1,27,14,24,11,0,0,0,0,0,3,KO/TKO,3,1,1:22,0,1,-0.428571462631226,0.428571462631226
Ricardo Funch,Claude Patrick,Claude Patrick,0,20,17,5,5,2,0,0,0,0,30,24,18,13,2,1,2,0,99,276,Submission,3,2,1:48,0,1,-5.5,5.5
Ricardo Funch,Dan Miller,Dan Miller,0,127,90,107,72,8,2,0,0,1,118,81,92,57,4,0,3,0,411,78,Submission,3,3,3:12,0,1,-0.25,0.25
Ricardo Funch,Johny Hendricks,Johny Hendricks,0,39,28,26,16,6,1,0,0,0,155,114,83,49,14,7,4,0,130,598,Decision,3,3,5:00,0,1,-0.75,0.75
Ricardo Lamas,Chad Mendes,Chad Mendes,0,22,8,22,8,0,0,0,0,2,37,32,32,27,0,0,0,0,0,41,KO/TKO,5,1,2:45,0,1,-1.09999990463257,1.09999990463257
Ricardo Lamas,Charles Oliveira,Ricardo Lamas,0,22,13,20,11,1,1,1,1,0,42,36,18,13,2,2,2,0,147,218,Submission,3,2,2:13,1,0,-1.27777767181396,1.27777767181396
Ricardo Lamas,Cub Swanson,Ricardo Lamas,0,38,17,30,9,4,2,1,0,0,47,20,43,17,1,1,1,0,174,42,Submission,3,2,2:16,1,0,0.269230842590332,-0.269230842590332
Ricardo Lamas,Diego Sanchez,Ricardo Lamas,0,122,69,109,57,6,3,0,0,0,92,36,86,30,2,1,0,0,280,85,Decision,3,3,5:00,1,0,0.115384578704834,-0.115384578704834
Ricardo Ramos,Michinori Tanaka,Ricardo Ramos,1,99,55,88,45,1,0,1,0,0,103,51,73,28,8,2,0,0,102,211,Decision,3,3,5:00,1,0,-0.466666698455811,0.466666698455811
Ricardo Ramos,Zubaira Tukhugov,Zubaira Tukhugov,0,227,71,224,68,0,0,0,0,0,185,78,181,77,7,2,0,0,0,55,Decision,3,3,5:00,0,1,-0.133333206176758,0.133333206176758
Ricardo Ramos,Aiemann Zahabi,Ricardo Ramos,1,97,45,94,42,5,3,0,0,0,106,47,105,46,1,0,0,1,37,100,KO/TKO,3,3,1:58,1,0,-1.79999995231628,1.79999995231628
Ricardo Romero,James Te Huna,James Te Huna,0,3,0,3,0,3,0,0,0,1,9,6,7,5,0,0,0,0,0,10,KO/TKO,3,1,0:47,0,1,1.88888895511627,-1.88888895511627
Ricco Rodriguez,Tim Sylvia,Tim Sylvia,0,13,10,10,7,2,0,1,0,1,28,15,25,12,0,0,0,0,0,78,KO/TKO,5,1,3:09,0,1,-0.980000019073486,0.980000019073486
Ricco Rodriguez,Pete Williams,Ricco Rodriguez,0,107,86,43,26,6,5,1,1,0,13,10,6,4,0,0,1,0,436,46,KO/TKO,3,2,4:02,1,0,0.119999885559082,-0.119999885559082
Rich Attonito,David Branch,David Branch,0,32,17,15,6,0,0,0,0,0,79,53,27,16,10,4,0,0,28,739,Decision,3,3,5:00,0,1,-1.66666674613953,1.66666674613953
Rich Attonito,Jake Hecht,Jake Hecht,0,56,42,27,17,2,1,0,0,0,59,44,47,33,1,0,0,0,244,13,KO/TKO,3,2,1:10,0,1,-0.75,0.75
Rich Attonito,Rafael Natal,Rich Attonito,1,103,46,80,25,1,0,0,0,0,132,51,102,28,9,2,0,0,195,96,Decision,3,3,5:00,1,0,-0.333333253860474,0.333333253860474
Rich Attonito,Jamie Yager,Rich Attonito,0,79,38,65,24,3,1,0,0,0,76,31,74,29,1,0,0,0,116,0,KO/TKO,3,2,4:25,1,0,0,0
Rich Attonito,Daniel Roberts,Rich Attonito,1,153,113,101,66,2,1,0,1,0,69,26,66,23,7,1,1,0,344,79,Decision,3,3,5:00,1,0,-0.142857074737549,0.142857074737549
Rich Clementi,Gleison Tibau,Gleison Tibau,0,10,2,9,1,1,0,0,0,0,26,22,10,7,3,2,1,0,20,201,Submission,3,1,4:35,0,1,-0.400621175765991,0.400621175765991
Rich Clementi,Yves Edwards,Yves Edwards,0,95,59,64,31,8,2,0,0,1,129,79,96,51,0,0,1,0,207,212,Submission,3,3,4:07,0,1,4.74308729171753e-02,-4.74308729171753e-02
Rich Clementi,Sam Stout,Rich Clementi,0,132,69,102,40,9,3,3,0,0,181,53,176,48,1,0,0,0,323,11,Decision,3,3,5:00,1,0,0.289855122566223,-0.289855122566223
Rich Clementi,Din Thomas,Din Thomas,0,77,27,72,22,2,1,0,0,1,107,63,75,33,1,1,1,0,20,135,Submission,3,2,3:11,0,1,-0.932367086410522,0.932367086410522
